Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Pisagua,Partido Liberal,PL,"('Alcibíades', 'Roldán', 'Álvarez')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alcibíades_Roldán_Alvarez
Pisagua,Partido Radical,PR,"('Manuel', 'Antonio', 'Prieto', 'Muñoz')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Antonio_Prieto_Muñoz
Tarapacá,Partido Liberal,PL,"('Antonio', 'Valdés', 'Cuevas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Valdés_Cuevas
Tarapacá,Partido Liberal,PL,"('Bruno', 'Larraín', 'Barra')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bruno_Larraín_Barra
Tarapacá,Partido Radical,PR,"('Francisco', 'Gandarillas', 'Luco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Gandarillas_Luco
Antofagasta,,,"('Nicolás', 'R.', 'Peña', 'Vicuña')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_R._Peña_Vicuña
Taltal,,,"('Manuel', 'José', 'Higinio', 'Vicuña', 'Prado')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Higinio_Vicuña_Prado
Taltal,Partido Nacional,PN,"('Vicente', 'Grez', 'Yávar')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vicente_Grez_Yávar
Copiapó,Partido Radical,PR,"('Enrique', 'Mac-Iver', 'Rodríguez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Mac_Iver_Rodríguez
Copiapó,Partido Radical,PR,"('Abraham', 'König', 'Velásquez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Abraham_Konig_Velásquez
Copiapó,Partido Radical,PR,"('Santiago', 'Mundt')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Santiago_Mundt
Vallenar,,,"('Olegario', 'Silva')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Olegario_Silva
Vallenar,,,"('Abel', 'Saavedra', 'Ovalle')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Abel_Saavedra_Ovalle
Freirina,,,"('José', 'María', 'Montt', 'Cienfuegos')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_María_Montt_Cienfuegos
Freirina,,,"('Nicolás', 'González', 'Julio')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_González_Julio
La Serena,,,"('Wenceslao', 'Varela', 'Aguirre')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Wenceslao_Varela_Aguirre
La Serena,,,"('Manuel', 'Villamil', 'Blanco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Villamil_Blanco
Coquimbo,Partido Liberal,PL,"('José', 'Ramón', 'Ravest', 'Campaña')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Ramón_Ravest_Campaña
Coquimbo,,,"('Francisco', 'Carvallo', 'Elizalde')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Carvallo_Elizalde
Elqui,,,"('Eduardo', 'Vial', 'Bello')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Vial_Bello
Elqui,,,"('Jorge', 'Segundo', 'Huneeus', 'Zegers')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Segundo_Huneeus_Zegers
Ovalle,Partido Liberal,PL,"('Julio', 'Bañados', 'Espinosa')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Bañados_Espinosa
Ovalle,Partido Liberal,PL,"('Juan', 'Francisco', 'Rivas', 'Cruz')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Francisco_Rivas_Cruz
Ovalle,Partido Liberal,PL,"('Joaquín', 'Toribio', 'Vicuña', 'Guerrero')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Toribio_Vicuña_Guerrero
Ovalle,,,"('Edmundo', 'Eastman', 'Quiroga')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Eastman_Quiroga
Combarbalá,Partido Liberal,PL,"('David', 'Salamanca', 'Montero')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/David_Salamanca_Montero
Combarbalá,,,"('José', 'Antonio', 'Valdés', 'González')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Valdés_González
Illapel,Partido Liberal,PL,"('José', 'Antonio', 'Primitivo', 'Tagle', 'Arrate')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Primitivo_Tagle_Arrate
Illapel,Partido Radical,PR,"('Juan', 'Nepomuceno', 'Espejo', 'Varas')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Nepomuceno_Espejo_Varas
Illapel,Partido Nacional,PN,"('Miguel', 'Antonio', 'Varas', 'Herrera')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Antonio_Varas_Herrera
Petorca,,,"('Baldomero', 'Frías', 'Collao')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldomero_Frías_Collao
Petorca,Partido Nacional,PN,"('Tomás', 'Echavarría', 'Barriga')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tomás_Echavarría_Barriga
Petorca,Partido Nacional,PN,"('Pedro', 'Montt', 'Montt')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Montt_Montt
La Ligua,,,"('Julio', 'Gaete')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Gaete
