Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Tarapacá,Alianza Liberal,PR,"('Carlos', 'Briones', 'Luco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Briones_Luco
Tarapacá,Alianza Liberal,PR,"('Gustavo', 'Silva', 'Campo')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Silva_Campo
Tarapacá,Alianza Liberal,PL-A,"('Horacio', 'Mujica', 'Mardones')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Horacio_Mujica_Mardones
Tarapacá,Alianza Liberal,POS,"('Luis', 'Víctor', 'Cruz', 'Steghmanns')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Víctor_Cruz_Steghmanns
Antofagasta,Alianza Liberal,PR,"('Leonardo', 'Guzmán', 'Cortés')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leonardo_Guzmán_Cortés
Antofagasta,Alianza Liberal,POS,"('Luis', 'Emilio', 'Recabarren', 'Serrano')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Emilio_Recabarren_Serrano
Taltal,Alianza Liberal,PR,"('Arturo', 'Hiparco', 'Lois', 'Fraga')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Hiparco_Lois_Fraga
Taltal,Alianza Liberal,PD,"('Manuel', 'Jesús', ""O'Ryan"", 'Carrasco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Jesús_O_Ryan_Carrasco
Copiapó,Alianza Liberal,PR,"('Wenceslao', 'Sierra', 'Mendoza')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Wenceslao_Sierra_Mendoza
Copiapó,Alianza Liberal,PR,"('Enrique', 'Oyarzún', 'Mondaca')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Oyarzún_Mondaca
