Circunscripción,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Tarapacá,Partido Liberal,PL,"('Ramón', 'Barros', 'Luco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Barros_Luco
Antofagasta,Partido Radical,PR,"('Federico', 'Varela', 'Cortés-Monroy')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Federico_Varela_Cortés_de_Monroy
Atacama,Partido Radical,PR,"('Guillermo', 'Matta', 'Goyenechea')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_Matta_Goyenechea
Coquimbo,Partido Liberal Democrático,PLDe,"('Enrique', 'Salvador', 'Sanfuentes', 'Andonaegui')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Salvador_Sanfuentes_Andonaegui
Coquimbo,Partido Liberal,PL,"('Agustín', 'Ross', 'Edwards')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Agustín_Ross_Edwards
Aconcagua,Partido Liberal Democrático,PLDe,"('Francisco', 'Javier', 'García-Huidobro', 'Eyzaguirre')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Javier_García_Huidobro_Eyzaguirre
Aconcagua,Partido Conservador,PCon,"('Abdón', 'Cifuentes', 'Espinosa')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Abdón_Cifuentes_Espinosa
Valparaíso,Partido Liberal Democrático,PLDe,"('Juan', 'José', 'Francisco', 'Latorre', 'Benavente')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_José_Francisco_Latorre_Benavente
Valparaíso,Partido Nacional,PN,"('Agustín', 'Edwards', 'Ross')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Agustín_Edwards_Ross
Santiago,Partido Conservador,PCon,"('Ventura', 'Blanco', 'Viel')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ventura_Blanco_Viel
Santiago,Partido Conservador,PCon,"('Manuel', 'José', 'Irarrázaval', 'Larraín')",,,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Yrarrázaval_Larraín
Santiago,Partido Conservador,PCon,"('Carlos', 'Walker', 'Martínez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Walker_Martínez
Santiago,Partido Liberal Doctrinario,PLDo,"('Pedro', 'Vicente', 'Reyes', 'Palazuelos')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Vicente_Reyes_Palazuelos
Santiago,,,"('Marcial', 'Martínez', 'Cuadros')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcial_Martínez_Cuadros
O'Higgins,Partido Conservador,PCon,"('José', 'Clemente', 'Cecilio', 'Fabres', 'Fernández de Leiva')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Clemente_Cecilio_Fabres_Fernández_de_Leiva
Colchagua,Partido Conservador,PCon,"('Leoncio', 'Echeverría', 'Valdés')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leoncio_Echeverría_Valdés
Colchagua,,,"('Alejandro', 'Vial', 'Guzmán')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Vial_Guzmán
Curicó,Partido Liberal,PL,"('Fernando', 'Liborio', 'Lazcano', 'Echaurren')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Liborio_Lazcano_Echaurren
Talca,,,"('José', 'Rafael', 'Salas', 'Errázuriz')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Rafael_Salas_Errázurriz
Linares,Partido Liberal Democrático,PLDe,"('Carlos', 'Correa', 'Toro')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Correa_y_Toro
Maule,Partido Radical,PR,"('Juan', 'Antonio', 'González', 'Ibieta')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Antonio_González_Ibieta
Maule,Partido Liberal Doctrinario,PLDo,"('José', 'Antonio', 'Gandarillas', 'Luco')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Gandarillas_Luco
Maule,Candidatura Independiente,IND,"('Federico', 'Errázuriz', 'Echaurren')",,,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Federico_Errázuriz_Echaurren
Ñuble,Partido Conservador,PCon,"('Luis', 'Pereira', 'Cotapos')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Pereira_Cotapos
Ñuble,Partido Conservador,PCon,"('José', 'Luis', 'Tocornal', 'Jordán')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Luis_Tocornal_Jordán
Concepción,Partido Radical,PR,"('Juan', 'Castellón', 'Larenas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Castellón_Larenas
Concepción,,,"('Aníbal', 'Zañartu', 'Zañartu')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aníbal_Zañartu_Zañartu
Bío-Bío,Partido Radical,PR,"('Joaquín', 'Santa Cruz', 'Vargas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Santa_Cruz_Vargas
Malleco,Partido Conservador,PCon,"('Ramón', 'Eufrasio', 'Santelices', 'Cuevas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Eufrasio_Santelices_Cuevas
Cautín,Partido Liberal Democrático,PLDe,"('José', 'María', 'Balmaceda', 'Fernández')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_María_Balmaceda_Fernández
Arauco,Partido Radical,PR,"('Manuel', 'Martín', 'José', 'Recabarren', 'Rencoret')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Martín_José_Recabarren_Rencoret
Valdivia,Partido Conservador,PCon,"('Nataniel', 'Miers', 'Cox', 'Bustillos')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nataniel_Miers_Cox_Bustillos
Llanquihue,Partido Conservador,PCon,"('Ramón', 'Ricardo', 'Rozas', 'Garfias')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ricardo_Rozas_Garfias
Chiloé,Partido Liberal Democrático,PLDe,"('Vicente', 'Segundo', 'Sanfuentes', 'Moreno')",,,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vicente_Segundo_Sanfuentes_Moreno
Chiloé,Partido Conservador,PCon,"('Domingo', 'Atanasio', 'Fernández', 'Concha')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Domingo_Atanasio_Fernández_Concha
