Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D48,Válidamente emitidos,0,62524,100.0,0
D49,Partido Humanista,1,655,1.15,0
D49,Unión por Chile,2,19298,33.96,1
D49,Concertación de Partidos por la Democracia,2,33424,58.82,1
D49,La Izquierda,2,2372,4.17,0
D49,Chile 2000,1,1076,1.89,0
D49,Válidamente emitidos,0,56825,100.0,0
D50,Partido Humanista,1,1631,1.65,0
D50,Unión por Chile,2,37068,37.42,1
D50,Concertación de Partidos por la Democracia,2,56233,56.77,1
D50,La Izquierda,2,4117,4.16,0
D50,Chile 2000,0,0,0.0,0
D50,Válidamente emitidos,0,99049,100.0,0
D51,Partido Humanista,1,810,1.31,0
D51,Unión por Chile,2,35979,58.35,1
D51,Concertación de Partidos por la Democracia,2,23266,37.73,1
D51,La Izquierda,2,1606,2.6,0
D51,Chile 2000,0,0,0.0,0
D51,Válidamente emitidos,0,61661,100.0,0
D52,Partido Humanista,1,1336,2.46,0
D52,Unión por Chile,2,27742,51.08,1
D52,Concertación de Partidos por la Democracia,2,23809,43.84,1
D52,La Izquierda,1,1427,2.63,0
D52,Chile 2000,0,0,0.0,0
D52,Válidamente emitidos,0,54314,100.0,0
D53,Partido Humanista,1,2027,2.83,0
D53,Unión por Chile,2,26169,36.56,1
D53,Concertación de Partidos por la Democracia,2,40513,56.6,1
D53,La Izquierda,1,2870,4.01,0
D53,Chile 2000,0,0,0.0,0
D53,Válidamente emitidos,0,71579,100.0,0
D54,Partido Humanista,0,0,0.0,0
D54,Unión por Chile,2,32735,45.26,1
D54,Concertación de Partidos por la Democracia,2,37304,51.57,1
D54,La Izquierda,1,2295,3.17,0
D54,Chile 2000,0,0,0.0,0
D54,Válidamente emitidos,0,72334,100.0,0
D55,Partido Humanista,1,1253,1.79,0
D55,Unión por Chile,2,25958,37.05,1
D55,Concertación de Partidos por la Democracia,2,38127,54.42,1
D55,La Izquierda,2,4728,6.75,0
D55,Chile 2000,0,0,0.0,0
D55,Válidamente emitidos,0,70066,100.0,0
D56,Partido Humanista,1,1559,2.47,0
D56,Unión por Chile,2,29388,46.48,1
D56,Concertación de Partidos por la Democracia,2,30604,48.4,1
D56,La Izquierda,1,1675,2.65,0
D56,Chile 2000,0,0,0.0,0
D56,Válidamente emitidos,0,63226,100.0,0
D57,Partido Humanista,1,1450,2.05,0
D57,Unión por Chile,2,29897,42.31,1
D57,Concertación de Partidos por la Democracia,2,35666,50.48,1
D57,La Izquierda,2,3647,5.16,0
D57,Chile 2000,0,0,0.0,0
D57,Válidamente emitidos,0,70660,100.0,0
D58,Partido Humanista,1,911,1.42,0
D58,Unión por Chile,2,35181,54.85,1
D58,Concertación de Partidos por la Democracia,2,24484,38.17,1
D58,La Izquierda,2,3562,5.55,0
D58,Chile 2000,0,0,0.0,0
D58,Válidamente emitidos,0,64138,100.0,0
D59,Partido Humanista,1,323,0.94,0
D59,Unión por Chile,2,15279,44.35,1
D59,Concertación de Partidos por la Democracia,2,17744,51.51,1
D59,La Izquierda,1,1105,3.21,0
D59,Chile 2000,0,0,0.0,0
D59,Válidamente emitidos,0,34451,100.0,0
D60,Partido Humanista,1,1696,2.9,0
D60,Unión por Chile,2,21206,36.3,1
D60,Concertación de Partidos por la Democracia,2,33155,56.76,1
D60,La Izquierda,1,2355,4.03,0
D60,Chile 2000,0,0,0.0,0
D60,Válidamente emitidos,0,58412,100.0,0
