Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D1,Partido Humanista,2,1339,1.98,0
D1,Unión por Chile,2,16371,24.26,0
D1,Concertación de Partidos por la Democracia,2,25280,37.46,1
D1,La Izquierda,1,4720,6.99,0
D1,Chile 2000,2,2088,3.09,0
D1,Candidatura Independiente,1,17680,26.2,1
D1,Válidamente emitidos,0,67478,100.0,0
D2,Partido Humanista,2,932,1.21,0
D2,Unión por Chile,2,23173,29.98,0
D2,Concertación de Partidos por la Democracia,2,49764,64.38,2
D2,La Izquierda,1,3428,4.43,0
D2,Chile 2000,0,0,0.0,0
D2,Válidamente emitidos,0,77297,100.0,0
D3,Partido Humanista,2,1623,2.51,0
D3,Unión por Chile,2,18598,28.75,0
D3,Concertación de Partidos por la Democracia,2,40066,61.93,2
D3,La Izquierda,1,4409,6.81,0
D3,Chile 2000,0,0,0.0,0
D3,Válidamente emitidos,0,64696,100.0,0
D4,Partido Humanista,1,2157,2.15,0
D4,Unión por Chile,2,32542,32.38,1
D4,Concertación de Partidos por la Democracia,2,58904,58.61,1
D4,La Izquierda,2,6904,6.87,0
D4,Chile 2000,0,0,0.0,0
D4,Válidamente emitidos,0,100507,100.0,0
D5,Partido Humanista,1,3954,8.07,0
D5,Unión por Chile,2,14155,28.9,1
D5,Concertación de Partidos por la Democracia,2,24697,50.43,1
D5,La Izquierda,2,6170,12.6,0
D5,Chile 2000,0,0,0.0,0
D5,Válidamente emitidos,0,48976,100.0,0
D6,Partido Humanista,1,426,1.09,0
D6,Unión por Chile,2,15275,39.23,1
D6,Concertación de Partidos por la Democracia,2,21367,54.88,1
D6,La Izquierda,2,1866,4.79,0
D6,Chile 2000,0,0,0.0,0
D6,Válidamente emitidos,0,38934,100.0,0
D7,Partido Humanista,1,1696,2.32,0
D7,Unión por Chile,2,26898,36.79,1
D7,Concertación de Partidos por la Democracia,2,36973,50.58,1
D7,La Izquierda,2,7536,10.31,0
D7,Chile 2000,0,0,0.0,0
D7,Válidamente emitidos,0,73103,100.0,0
D8,Partido Humanista,1,1536,1.78,0
D8,Unión por Chile,2,25814,29.87,0
D8,Concertación de Partidos por la Democracia,2,52547,60.81,2
D8,La Izquierda,2,6520,7.54,0
D8,Chile 2000,0,0,0.0,0
D8,Válidamente emitidos,0,86417,100.0,0
D9,Partido Humanista,2,1972,3.57,0
D9,Unión por Chile,2,15303,27.67,1
D9,Concertación de Partidos por la Democracia,2,27478,49.69,1
D9,La Izquierda,2,10550,19.08,0
D9,Chile 2000,0,0,0.0,0
D9,Válidamente emitidos,0,55303,100.0,0
D10,Partido Humanista,1,1884,1.63,0
D10,Unión por Chile,2,42636,36.89,1
D10,Concertación de Partidos por la Democracia,2,62513,54.09,1
D10,La Izquierda,2,8541,7.39,0
D10,Chile 2000,0,0,0.0,0
D10,Válidamente emitidos,0,115574,100.0,0
D11,Partido Humanista,2,1507,1.57,0
D11,Unión por Chile,2,24175,25.18,0
D11,Concertación de Partidos por la Democracia,2,64394,67.08,2
D11,La Izquierda,2,3981,4.15,0
D11,Chile 2000,1,1934,2.01,0
D11,Válidamente emitidos,0,95991,100.0,0
D12,Partido Humanista,2,2815,3.29,0
D12,Unión por Chile,2,33263,38.88,1
D12,Concertación de Partidos por la Democracia,2,43877,51.28,1
D12,La Izquierda,1,5603,6.55,0
D12,Chile 2000,0,0,0.0,0
D12,Válidamente emitidos,0,85558,100.0,0
D13,Partido Humanista,2,3669,3.34,0
D13,Unión por Chile,2,39140,35.66,1
D13,Concertación de Partidos por la Democracia,2,56929,51.87,1
D13,La Izquierda,1,10008,9.12,0
D13,Chile 2000,0,0,0.0,0
D13,Válidamente emitidos,0,109746,100.0,0
D14,Partido Humanista,2,2802,2.22,0
D14,Unión por Chile,2,58841,46.69,1
D14,Concertación de Partidos por la Democracia,2,54273,43.06,1
D14,La Izquierda,1,10118,8.03,0
D14,Chile 2000,0,0,0.0,0
D14,Válidamente emitidos,0,126034,100.0,0
D15,Partido Humanista,1,980,1.45,0
D15,Unión por Chile,2,15809,23.37,0
D15,Concertación de Partidos por la Democracia,2,22419,33.15,1
D15,La Izquierda,2,6086,9.0,0
D15,Chile 2000,0,0,0.0,0
D15,Candidatura Independiente,1,22342,33.03,1
D15,Válidamente emitidos,0,67636,100.0,0
D16,Partido Humanista,2,3360,3.03,0
D16,Unión por Chile,2,37866,34.2,1
D16,Concertación de Partidos por la Democracia,2,54014,48.79,1
D16,La Izquierda,2,13153,11.88,0
D16,Chile 2000,2,2317,2.09,0
D16,Válidamente emitidos,0,110710,100.0,0
D17,Partido Humanista,2,4064,2.76,0
D17,Unión por Chile,2,37753,25.66,0
D17,Concertación de Partidos por la Democracia,2,82457,56.05,2
D17,La Izquierda,1,18588,12.64,0
D17,Chile 2000,1,4249,2.89,0
D17,Válidamente emitidos,0,147111,100.0,0
D18,Partido Humanista,2,4249,2.42,0
D18,Unión por Chile,2,29113,16.57,0
D18,Concertación de Partidos por la Democracia,2,126871,72.22,2
D18,La Izquierda,1,15432,8.78,0
D18,Chile 2000,0,0,0.0,0
D18,Válidamente emitidos,0,175665,100.0,0
D19,Partido Humanista,2,3566,3.28,0
D19,Unión por Chile,2,38646,35.57,1
D19,Concertación de Partidos por la Democracia,2,49541,45.6,1
D19,La Izquierda,2,12521,11.52,0
D19,Chile 2000,2,4370,4.02,0
D19,Válidamente emitidos,0,108644,100.0,0
D20,Partido Humanista,2,6843,3.62,0
D20,Unión por Chile,1,55117,29.17,1
D20,Concertación de Partidos por la Democracia,2,88230,46.7,1
D20,La Izquierda,2,27859,14.75,0
D20,Chile 2000,2,10884,5.76,0
D20,Válidamente emitidos,0,188933,100.0,0
D21,Partido Humanista,2,4860,2.92,0
D21,Unión por Chile,2,82321,49.41,1
D21,Concertación de Partidos por la Democracia,2,72324,43.41,1
D21,La Izquierda,2,7106,4.27,0
D21,Chile 2000,0,0,0.0,0
D21,Válidamente emitidos,0,166611,100.0,0
D22,Partido Humanista,1,3482,3.19,0
D22,Unión por Chile,2,38422,35.19,1
D22,Concertación de Partidos por la Democracia,2,58011,53.13,1
D22,La Izquierda,1,9281,8.5,0
D22,Chile 2000,0,0,0.0,0
D22,Válidamente emitidos,0,109196,100.0,0
D23,Partido Humanista,2,4734,2.76,0
D23,Unión por Chile,2,108962,63.48,2
D23,Concertación de Partidos por la Democracia,2,53374,31.1,0
D23,La Izquierda,1,4574,2.66,0
D23,Chile 2000,0,0,0.0,0
D23,Válidamente emitidos,0,171644,100.0,0
D24,Partido Humanista,2,7870,6.47,0
D24,Unión por Chile,2,64658,53.13,1
D24,Concertación de Partidos por la Democracia,2,41021,33.71,1
D24,La Izquierda,1,8153,6.7,0
D24,Chile 2000,0,0,0.0,0
D24,Válidamente emitidos,0,121702,100.0,0
D25,Partido Humanista,2,8468,5.57,0
D25,Unión por Chile,2,50625,33.28,1
D25,Concertación de Partidos por la Democracia,2,77724,51.1,1
D25,La Izquierda,1,15289,10.05,0
D25,Chile 2000,0,0,0.0,0
D25,Válidamente emitidos,0,152106,100.0,0
D26,Partido Humanista,2,2520,1.88,0
D26,Unión por Chile,2,43112,32.2,1
D26,Concertación de Partidos por la Democracia,2,82279,61.46,1
D26,La Izquierda,2,5964,4.45,0
D26,Chile 2000,0,0,0.0,0
D26,Válidamente emitidos,0,133875,100.0,0
D27,Partido Humanista,2,5115,3.29,0
D27,Unión por Chile,2,65525,42.19,1
D27,Concertación de Partidos por la Democracia,2,70809,45.59,1
D27,La Izquierda,2,13863,8.93,0
D27,Chile 2000,0,0,0.0,0
D27,Válidamente emitidos,0,155312,100.0,0
D28,Partido Humanista,2,7783,5.19,0
D28,Unión por Chile,2,45875,30.6,1
D28,Concertación de Partidos por la Democracia,2,70401,46.97,1
D28,La Izquierda,1,25836,17.24,0
D28,Chile 2000,0,0,0.0,0
D28,Válidamente emitidos,0,149895,100.0,0
D29,Partido Humanista,2,6492,4.3,0
D29,Unión por Chile,2,59149,39.18,1
D29,Concertación de Partidos por la Democracia,2,76305,50.55,1
D29,La Izquierda,1,9014,5.97,0
D29,Chile 2000,0,0,0.0,0
D29,Válidamente emitidos,0,150960,100.0,0
D30,Partido Humanista,2,8994,7.08,0
D30,Unión por Chile,2,57870,45.57,1
D30,Concertación de Partidos por la Democracia,2,48830,38.45,1
D30,La Izquierda,2,11287,8.89,0
D30,Chile 2000,0,0,0.0,0
D30,Válidamente emitidos,0,126981,100.0,0
D31,Partido Humanista,2,5215,3.95,0
D31,Unión por Chile,2,67553,51.15,1
D31,Concertación de Partidos por la Democracia,2,47457,35.93,1
D31,La Izquierda,1,11856,8.98,0
D31,Chile 2000,0,0,0.0,0
D31,Válidamente emitidos,0,132081,100.0,0
D32,Partido Humanista,2,2468,3.02,0
D32,Unión por Chile,2,15322,18.77,0
D32,Concertación de Partidos por la Democracia,2,38626,47.31,1
D32,La Izquierda,1,5914,7.24,0
D32,Chile 2000,2,19315,23.66,1
D32,Válidamente emitidos,0,81645,100.0,0
D33,Partido Humanista,2,2369,2.32,0
D33,Unión por Chile,2,17529,17.19,0
D33,Concertación de Partidos por la Democracia,2,67611,66.31,2
D33,La Izquierda,2,4698,4.61,0
D33,Chile 2000,2,9761,9.57,0
D33,Válidamente emitidos,0,101968,100.0,0
D34,Partido Humanista,2,2450,3.04,0
D34,Unión por Chile,2,28029,34.73,1
D34,Concertación de Partidos por la Democracia,2,33839,41.93,1
D34,La Izquierda,1,6959,8.62,0
D34,Chile 2000,2,9433,11.69,0
D34,Válidamente emitidos,0,80710,100.0,0
D35,Partido Humanista,2,1357,2.01,0
D35,Unión por Chile,2,11736,17.36,0
D35,Concertación de Partidos por la Democracia,2,27545,40.73,1
D35,La Izquierda,1,2608,3.86,0
D35,Chile 2000,2,24376,36.05,1
D35,Válidamente emitidos,0,67622,100.0,0
D36,Partido Humanista,1,1187,1.18,0
D36,Unión por Chile,2,27485,27.41,1
D36,Concertación de Partidos por la Democracia,2,47282,47.15,1
D36,La Izquierda,1,4495,4.48,0
D36,Chile 2000,2,19836,19.78,0
D36,Válidamente emitidos,0,100285,100.0,0
D37,Partido Humanista,1,750,1.04,0
D37,Unión por Chile,2,20343,28.12,0
D37,Concertación de Partidos por la Democracia,2,48265,66.71,2
D37,La Izquierda,2,2997,4.14,0
D37,Chile 2000,0,0,0.0,0
D37,Válidamente emitidos,0,72355,100.0,0
D38,Partido Humanista,2,1717,2.65,0
D38,Unión por Chile,2,31360,48.38,1
D38,Concertación de Partidos por la Democracia,2,25874,39.91,1
D38,La Izquierda,1,5875,9.06,0
D38,Chile 2000,0,0,0.0,0
D38,Válidamente emitidos,0,64826,100.0,0
D39,Partido Humanista,1,543,0.71,0
D39,Unión por Chile,2,25212,33.17,1
D39,Concertación de Partidos por la Democracia,2,47790,62.88,1
D39,La Izquierda,1,1503,1.98,0
D39,Chile 2000,1,958,1.26,0
D39,Válidamente emitidos,0,76006,100.0,0
D40,Partido Humanista,2,1584,2.42,0
D40,Unión por Chile,2,31158,47.63,1
D40,Concertación de Partidos por la Democracia,2,31385,47.97,1
D40,La Izquierda,1,1295,1.98,0
D40,Chile 2000,0,0,0.0,0
D40,Válidamente emitidos,0,65422,100.0,0
D41,Partido Humanista,1,2880,2.67,0
D41,Unión por Chile,2,55398,51.45,1
D41,Concertación de Partidos por la Democracia,2,45473,42.23,1
D41,La Izquierda,1,3925,3.65,0
D41,Chile 2000,0,0,0.0,0
D41,Válidamente emitidos,0,107676,100.0,0
D42,Partido Humanista,1,2266,2.23,0
D42,Unión por Chile,2,20976,20.65,0
D42,Concertación de Partidos por la Democracia,2,64874,63.88,2
D42,La Izquierda,1,3281,3.23,0
D42,Chile 2000,2,10159,10.0,0
D42,Válidamente emitidos,0,101556,100.0,0
D43,Partido Humanista,1,2277,2.39,0
D43,Unión por Chile,2,34196,35.9,1
D43,Concertación de Partidos por la Democracia,2,50635,53.16,1
D43,La Izquierda,2,8139,8.55,0
D43,Chile 2000,0,0,0.0,0
D43,Válidamente emitidos,0,95247,100.0,0
D44,Partido Humanista,2,5207,3.86,0
D44,Unión por Chile,2,44862,33.24,1
D44,Concertación de Partidos por la Democracia,2,73634,54.55,1
D44,La Izquierda,1,11280,8.36,0
D44,Chile 2000,0,0,0.0,0
D44,Válidamente emitidos,0,134983,100.0,0
D45,Partido Humanista,1,3435,3.64,0
D45,Unión por Chile,2,15670,16.61,0
D45,Concertación de Partidos por la Democracia,2,65265,69.17,2
D45,La Izquierda,2,9982,10.58,0
D45,Chile 2000,0,0,0.0,0
D45,Válidamente emitidos,0,94352,100.0,0
D46,Partido Humanista,1,2558,3.33,0
D46,Unión por Chile,2,21707,28.22,1
D46,Concertación de Partidos por la Democracia,2,38708,50.32,1
D46,La Izquierda,1,13955,18.14,0
D46,Chile 2000,0,0,0.0,0
D46,Válidamente emitidos,0,76928,100.0,0
D47,Partido Humanista,2,4206,3.5,0
D47,Unión por Chile,2,50441,41.94,1
D47,Concertación de Partidos por la Democracia,2,56306,46.81,1
D47,La Izquierda,1,6158,5.12,0
D47,Chile 2000,1,3166,2.63,0
D47,Válidamente emitidos,0,120277,100.0,0
D48,Partido Humanista,1,785,1.26,0
D48,Unión por Chile,2,29508,47.19,1
D48,Concertación de Partidos por la Democracia,2,29122,46.58,1
D48,La Izquierda,1,3109,4.97,0
D48,Chile 2000,0,0,0.0,0
