Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Tarapacá,Partido Radical,PR,"('Santiago', 'Toro', 'Lorca')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Santiago_Toro_Lorca
Tarapacá,Partido Liberal Democrático,PLDe,"('Joaquín', 'Molina', 'Isla')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Molina_Isla
Tarapacá,Partido Liberal Democrático,PLDe,"('Ricardo', 'Saa', 'Herrera')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Saa_Herrera
Tarapacá,Partido Liberal Democrático,PLDe,"('Óscar', 'Viel', 'Cavero')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Oscar_Viel_Cavero
Antofagasta,Partido Radical,PR,"('Enrique', 'Rocuant', 'Figueroa')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Rocuant_Figueroa
Antofagasta,Partido Liberal Democrático,PLDe,"('Primitivo', 'Líbano', 'Letelier')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Primitivo_Líbano_Letelier
Taltal,Partido Liberal Democrático,PLDe,"('Enrique', 'Villegas', 'Echiburú')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Villegas_Echiburú
Taltal,Partido Demócrata,PD,"('Lindorfo', 'Alarcón', 'Hevia')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lindorfo_Alarcón_Hevia
Copiapó,Partido Radical,PR,"('Felipe', 'Santiago', 'Matta', 'Aguirre')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Santiago_Matta_Aguirre
Copiapó,Partido Radical,PR,"('Javier', 'Gandarillas', 'Matta')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Gandarillas_Matta
Copiapó,Partido Conservador,PCon,"('Bruno', 'Sergio', 'Pizarro', 'Espoz')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bruno_Sergio_Pizarro_Espoz
