Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
D1,Coalición por el Cambio,UDI,"('Nino', 'Baltolu', 'Rasera')",17644.0,23.61,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nino_Baltolu_Rasera
D1,Concertación y Juntos Podemos por más Democracia,IND,"('Orlando', 'Vargas', 'Pizarro')",22425.0,30.01,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Orlando_Severo_Vargas_Pizarro
D2,Coalición por el Cambio,IND,"('Marta', 'Eliana', 'Isasi', 'Barbieri')",28884.0,31.02,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Eliana_Isasi_Barbieri
D2,Concertación y Juntos Podemos por más Democracia,PC,"('Hugo', 'Gutiérrez', 'Gálvez')",28217.0,30.31,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez
D3,Coalición por el Cambio,UDI,"('Felipe', 'Ward', 'Edwards')",24618.0,37.36,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Ward_Edwards
D3,Concertación y Juntos Podemos por más Democracia,PRSD,"('Marcos', 'Andrés', 'Espinosa', 'Monardes')",16223.0,24.62,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcos_Espinosa_Monardes
D4,Chile Limpio. Vote Feliz,PRI,"('Pedro', 'Araya', 'Guerrero')",27268.0,24.6,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Araya_Guerrero
D4,Coalición por el Cambio,UDI,"('Manuel', 'Rojas', 'Molina')",37241.0,33.59,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Rojas_Molina
D5,Coalición por el Cambio,UDI,"('Carlos', 'Vilches', 'Guzmán')",13159.0,21.55,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Alfredo_Vilches_Guzmán
D5,Concertación y Juntos Podemos por más Democracia,PC,"('Lautaro', 'Carmona', 'Soto')",17022.0,27.87,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lautaro_Carmona_Soto
D6,Coalición por el Cambio,UDI,"('Giovanni', 'Calderón', 'Bassi')",8330.0,19.26,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Giovanni_Oscar_Calderón_Bassi
D6,Concertación y Juntos Podemos por más Democracia,PRSD,"('Alberto', 'Robles', 'Pantoja')",11582.0,26.77,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Robles_Pantoja
D7,Coalición por el Cambio,RN,"('Mario', 'Bertolino', 'Rendic')",18037.0,20.28,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Bertolino_Rendic
D7,Concertación y Juntos Podemos por más Democracia,PS,"('Marcelo', 'Díaz', 'Díaz')",32673.0,36.74,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Eduardo_Díaz_Díaz
D8,Candidatura Independiente,IND,"('Pedro', 'Antonio', 'Velásquez', 'Seguel')",25919.0,24.37,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Antonio_Velásquez_Seguel
D8,Concertación y Juntos Podemos por más Democracia,PDC,"('Matías', 'Walker', 'Prieto')",28948.0,27.21,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto
D9,Chile Limpio. Vote Feliz,PRI,"('Luis', 'Lemus', 'Aracena')",15735.0,25.95,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Segundo_Lemus_Aracena
D9,Concertación y Juntos Podemos por más Democracia,PPD,"('Adriana', 'Muñoz', ""D'Albora"")",15332.0,25.29,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Adriana_Muñoz_D'Albora
