Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,url
26,Coalición por el Cambio,UDI,"['Gustavo', 'Hasbún', 'Selume']",36438,25.82,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Hasbún_Selume
26,Nueva Mayoría para Chile,PH,"['Fernando', 'Muñoz', 'Figueroa']",1106,0.78,,
26,Nueva Mayoría para Chile,PH,"['Juan', 'Carlos', 'Gálvez', 'Galleguillos']",1823,1.29,,
26,Chile Limpio. Vote Feliz,PRI,"['Gustavo', 'Ignacio', 'Serrano', 'Reyes']",1310,0.93,,
26,Chile Limpio. Vote Feliz,IND,"['Marcial', 'Valenzuela', 'Alvarez']",1923,1.36,,
26,Válidamente emitidos,,[],141103,100,,
27,Concertación y Juntos Podemos por más Democracia,PPD,"['Tucapel', 'Jiménez', 'Fuentes']",47765,31.89,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tucapel_Francisco_Jiménez_Fuentes
27,Concertación y Juntos Podemos por más Democracia,PS,"['Daniel', 'Melo', 'Contreras']",25731,17.18,,
27,Coalición por el Cambio,IND,"['Roberto', 'Nicolini', 'Barison']",13205,8.82,,
27,Coalición por el Cambio,UDI,"['Iván', 'Moreira', 'Barros']",53683,35.84,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Moreira_Barros
27,Nueva Mayoría para Chile,PH,"['Matías', 'Escanilla', 'Becerra']",1153,0.77,,
27,Nueva Mayoría para Chile,PH,"['Miguel', 'Angelo', 'Bravo', 'Vilches']",3063,2.05,,
27,Chile Limpio. Vote Feliz,PRI,"['Oscar', 'Cavieres', 'Moreau']",2578,1.72,,
27,Chile Limpio. Vote Feliz,MAS,"['Richard', 'Acharán', 'Barría']",2598,1.73,,
27,Válidamente emitidos,,[],149776,100,,
28,Concertación y Juntos Podemos por más Democracia,PC,"['Guillermo', 'Teillier', 'del Valle']",49040,33.52,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_León_Teillier_del_Valle
28,Concertación y Juntos Podemos por más Democracia,PPD,"['Jorge', 'Insunza', 'Gregorio de las Heras']",36004,24.61,,
28,Coalición por el Cambio,UDI,"['José', 'Luis', 'Uriarte', 'Campos']",22588,15.44,,
28,Coalición por el Cambio,RN,"['Pedro', 'Browne', 'Urrejola']",31882,21.79,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Browne_Urrejola
28,Chile Limpio. Vote Feliz,PRI,"['Ulises', 'Hernán', 'Urzúa', 'López']",3765,2.57,,
28,Chile Limpio. Vote Feliz,PRI,"['Raúl', 'Arroyo', 'Huenchual']",3015,2.06,,
28,Válidamente emitidos,,[],146294,100,,
29,Concertación y Juntos Podemos por más Democracia,PS,"['Osvaldo', 'Andrade', 'Lara']",55152,29.88,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Raúl_Andrade_Lara
29,Concertación y Juntos Podemos por más Democracia,PDC,"['Walter', 'Oliva', 'Munizaga']",26061,14.12,,
29,Coalición por el Cambio,UDI,"['Francisco', 'Moreno', 'Guzmán']",42334,22.93,,
29,Coalición por el Cambio,RN,"['Leopoldo', 'Pérez', 'Lahsen']",45464,24.63,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leopoldo_Alfredo_Pérez_Lahsen
29,Nueva Mayoría para Chile,PH,"['Evaristo', 'Vargas', 'Estrada']",6161,3.34,,
29,Chile Limpio. Vote Feliz,PRI,"['Amador', 'Palavecinos', 'Fuenzalida']",4666,2.53,,
29,Chile Limpio. Vote Feliz,PRI,"['Claudio', 'José', 'Hidalgo', 'Moraga']",4749,2.57,,
29,Válidamente emitidos,,[],184587,100,,
30,Concertación y Juntos Podemos por más Democracia,PPD,"['Ramón', 'Farías', 'Ponce']",29335,19.27,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Farías_Ponce
30,Concertación y Juntos Podemos por más Democracia,PDC,"['Patricio', 'Achurra', 'Garfias']",22548,14.81,,
30,Coalición por el Cambio,RN,"['Rosa', 'Oyarce', 'Suazo']",12329,8.1,,
30,Coalición por el Cambio,UDI,"['José', 'Antonio', 'Kast', 'Rist']",53423,35.1,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Kast_Rist
30,Nueva Mayoría para Chile,PH,"['Carlos', 'Caro', 'Briso']",5052,3.32,,
30,Chile Limpio. Vote Feliz,MAS,"['Alejandro', 'Carpintero', 'Durán']",1960,1.29,,
30,Chile Limpio. Vote Feliz,PRI,"['Germán', 'Silva', 'Pavez']",2143,1.41,,
30,Candidatura Independiente,IND,"['Roxana', 'Miranda', 'Meneses']",4332,2.85,,
30,Candidatura Independiente,IND,"['Angel', 'Bozán', 'Ramos']",21079,13.85,,
30,Válidamente emitidos,,[],152201,100,,
31,Concertación y Juntos Podemos por más Democracia,PS,"['Denise', 'Pascal', 'Allende']",52763,32.23,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Denise_Pascal_Allende
31,Concertación y Juntos Podemos por más Democracia,PDC,"['Yerko', 'Ljubetic', 'Godoy']",16842,10.29,,
31,Coalición por el Cambio,RN,"['Jéssica', 'Mualim', 'Fajuri']",23441,14.32,,
31,Coalición por el Cambio,UDI,"['Gonzalo', 'Uriarte', 'Herrera']",60833,37.16,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Uriarte_Herrera
31,Nueva Mayoría para Chile,PH,"['Fidel', 'Valenzuela', 'Madrid']",4306,2.63,,
31,Chile Limpio. Vote Feliz,PRI,"['Crescencio', 'López', 'Pérez']",1457,0.89,,
31,Chile Limpio. Vote Feliz,PRI,"['Teresa', 'Ruiz', 'Flores']",4066,2.48,,
31,Válidamente emitidos,,[],163708,100,,
32,Concertación y Juntos Podemos por más Democracia,PS,"['Juan', 'Luis', 'Castro', 'González']",27772,30.76,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Luis_Castro_González
32,Concertación y Juntos Podemos por más Democracia,PPD,"['Aníbal', 'Pérez', 'Lobos']",13475,14.92,,
32,Coalición por el Cambio,RN,"['Juan', 'José', 'Bruna', 'Carafi']",6998,7.75,,
32,Coalición por el Cambio,UDI,"['Alejandro', 'García-Huidobro', 'Sanfuentes']",31346,34.71,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_García-Huidobro_Sanfuentes
32,Nueva Mayoría para Chile,IND,"['Roberto', 'Villagra', 'Reyes']",2219,2.46,,
32,Nueva Mayoría para Chile,IND,"['Esteban', 'Valenzuela', 'Van-Treek']",8488,9.4,,
32,Válidamente emitidos,,[],90298,100,,
33,Concertación y Juntos Podemos por más Democracia,PDC,"['Ricardo', 'Rincón', 'González']",38057,32.45,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Enrique_Rincón_González
33,Concertación y Juntos Podemos por más Democracia,PRSD,"['Alejandro', 'Miguel', 'Anselmo', 'Sule', 'Fernández']",22289,19,,
33,Coalición por el Cambio,UDI,"['Eugenio', 'Bauer', 'Jouanne']",26504,22.6,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Bauer_Jouanne
33,Coalición por el Cambio,RN,"['Patricio', 'Fernández', 'Goycoolea']",16721,14.26,,
33,Nueva Mayoría para Chile,IND,"['Claudio', 'Segovia', 'Cofré']",6629,5.65,,
33,Nueva Mayoría para Chile,PH,"['Manuela', 'Vocar', 'Rubio']",2275,1.94,,
33,Chile Limpio. Vote Feliz,PRI,"['Deysi', 'del Carmen', 'Navarro', 'Padilla']",4814,4.1,,
33,Válidamente emitidos,,[],117289,100,,
34,Concertación y Juntos Podemos por más Democracia,PRSD,"['Uldaricio', 'Roberto', 'Acosta', 'Maluenda']",5352,5.7,,
34,Concertación y Juntos Podemos por más Democracia,PDC,"['Moisés', 'Valenzuela', 'Martínez']",13194,14.05,,
34,Coalición por el Cambio,RN,"['Rodrigo', 'Montt', 'Swett']",11076,11.8,,
34,Coalición por el Cambio,UDI,"['Javier', 'Macaya', 'Danús']",17130,18.24,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ignacio_Macaya_Danus
34,Nueva Mayoría para Chile,IND,"['Héctor', 'Espinosa', 'Díaz']",1038,1.11,,
34,Chile Limpio. Vote Feliz,PRI,"['Alejandra', 'Amalia', 'Sepúlveda', 'Orbenes']",42771,45.55,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandra_Sepúlveda_Orbenes
34,Chile Limpio. Vote Feliz,IND,"['Jorge', 'Andrés', 'Mayol', 'Bouchon']",3333,3.55,,
34,Válidamente emitidos,,[],93894,100,,
35,Concertación y Juntos Podemos por más Democracia,PDC,"['Juan', 'Carlos', 'Latorre', 'Carmona']",30300,38.83,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Carlos_Latorre_Carmona
35,Concertación y Juntos Podemos por más Democracia,PC,"['Bárbara', 'Figueroa', 'Sandoval']",4011,5.14,,
35,Coalición por el Cambio,UDI,"['Ramón', 'Barros', 'Montero']",29622,37.96,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_José_Barros_Montero
35,Coalición por el Cambio,RN,"['Lautaro', 'Alliende', 'Carranza']",9746,12.49,,
35,Nueva Mayoría para Chile,PH,"['Angela', 'Sasso', 'Bañados']",1275,1.63,,
35,Chile Limpio. Vote Feliz,PRI,"['Lidia', 'Eliana', 'Pizarro', 'Gamboa']",2221,2.85,,
35,Chile Limpio. Vote Feliz,PRI,"['Eduardo', 'Román', 'Martínez']",862,1.1,,
35,Válidamente emitidos,,[],78037,100,,
36,Concertación y Juntos Podemos por más Democracia,PDC,"['Roberto', 'León', 'Ramírez']",51476,42.93,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_León_Ramírez
36,Concertación y Juntos Podemos por más Democracia,PRSD,"['Leoncio', 'Ruperto', 'Saavedra', 'Concha']",13766,11.48,,
36,Coalición por el Cambio,RN,"['Francisco', 'Sanz', 'Abad']",11082,9.24,,
36,Coalición por el Cambio,UDI,"['Celso', 'Morales', 'Muñoz']",35732,29.8,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Celso_René_Morales_Muñoz
36,Nueva Mayoría para Chile,PH,"['José', 'Enrique', 'Farías', 'Díaz']",1532,1.28,,
36,Chile Limpio. Vote Feliz,IND,"['Héctor', 'Riveros', 'Valenzuela']",1532,1.28,,
36,Chile Limpio. Vote Feliz,IND,"['Rosa', 'Riquelme', 'Andrades']",4778,3.99,,
36,Válidamente emitidos,,[],119898,100,,
37,Concertación y Juntos Podemos por más Democracia,PS,"['Sergio', 'Aguiló', 'Melo']",31649,37.69,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Aguiló_Melo
37,Concertación y Juntos Podemos por más Democracia,PRSD,"['Margarita', 'Reyes', 'Romero']",11164,13.3,,
37,Coalición por el Cambio,UDI,"['Pablo', 'Bravo', 'Rodríguez']",4937,5.88,,
37,Coalición por el Cambio,RN,"['Germán', 'Verdugo', 'Soto']",32864,39.14,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Verdugo_Soto
37,Nueva Mayoría para Chile,PH,"['Víctor', 'Miranda', 'Marín']",1474,1.76,,
37,Chile Limpio. Vote Feliz,IND,"['Leonardo', 'Ramírez', 'Gómez']",1527,1.82,,
37,Chile Limpio. Vote Feliz,IND,"['Cristián', 'Alejandro', 'Canales', 'González']",352,0.42,,
37,Válidamente emitidos,,[],83967,100,,
38,Concertación y Juntos Podemos por más Democracia,PDC,"['Pablo', 'Lorenzini', 'Basso']",29320,38.32,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso
38,Concertación y Juntos Podemos por más Democracia,IND,"['Roberto', 'Celedón', 'Fernández']",14894,19.47,,
38,Coalición por el Cambio,RN,"['Catalina', 'Parot', 'Donoso']",14606,19.09,,
38,Coalición por el Cambio,IND,"['Pedro', 'Pablo', 'Alvarez-Salamanca', 'Ramírez']",15844,20.71,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Ramírez
38,Chile Limpio. Vote Feliz,IND,"['Mario', 'Arturo', 'Castillo', 'Ilufi']",1843,2.41,,
38,Válidamente emitidos,,[],76507,100,,
39,Concertación y Juntos Podemos por más Democracia,PPD,"['Jorge', 'Tarud', 'Daccarett']",38626,46.26,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Tarud_Daccarett
39,Concertación y Juntos Podemos por más Democracia,PC,"['Héctor', 'Zenteno', 'Rocha']",3463,4.15,,
39,Coalición por el Cambio,UDI,"['Romilio', 'Gutiérrez', 'Pino']",22487,26.93,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Romilio_Gutiérrez_Pino
39,Coalición por el Cambio,RN,"['Osvaldo', 'Palma', 'Flores']",17609,21.09,,
39,Nueva Mayoría para Chile,PH,"['Sergio', 'Carvajal', 'Cádiz']",1306,1.56,,
39,Válidamente emitidos,,[],83491,100,,
40,Concertación y Juntos Podemos por más Democracia,PPD,"['Guillermo', 'Ceroni', 'Fuentes']",32643,44.75,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_Ceroni_Fuentes
40,Concertación y Juntos Podemos por más Democracia,PC,"['Pablo', 'Andia', 'Cariqueo']",2199,3.01,,
40,Coalición por el Cambio,RN,"['José', 'Ignacio', 'Pinochet', 'Olave']",17737,24.31,,
40,Coalición por el Cambio,UDI,"['Ignacio', 'Urrutia', 'Bonilla']",19323,26.49,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla
40,Nueva Mayoría para Chile,PH,"['Iván', 'Sepúlveda', 'Sepúlveda']",1047,1.44,,
40,Válidamente emitidos,,[],72949,100,,
41,Concertación y Juntos Podemos por más Democracia,PRSD,"['Carlos', 'Abel', 'Jarpa', 'Wevar']",24093,19.12,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar
41,Concertación y Juntos Podemos por más Democracia,PDC,"['Carlos', 'Arzola', 'Burgos']",22611,17.95,,
41,Coalición por el Cambio,UDI,"['Paz', 'Oyarzún', 'Montalva']",31855,25.28,,
41,Coalición por el Cambio,RN,"['Rosauro', 'Martínez', 'Labbé']",42385,33.64,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rosauro_Martínez_Labbé
41,Nueva Mayoría para Chile,IND,"['Francisco', 'Gutiérrez', 'Durán']",1784,1.42,,
41,Nueva Mayoría para Chile,IND,"['Abelardo', 'Jiménez', 'Moraga']",1336,1.06,,
41,Chile Limpio. Vote Feliz,PRI,"['Patricia', 'Baeza', 'Figueroa']",1927,1.53,,
41,Válidamente emitidos,,[],125991,100,,
42,Concertación y Juntos Podemos por más Democracia,PPD,"['Felipe', 'Letelier', 'Norambuena']",26644,23.69,,
42,Concertación y Juntos Podemos por más Democracia,PDC,"['Jorge', 'Eduardo', 'Sabag', 'Villalobos']",32174,28.61,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos
42,Coalición por el Cambio,UDI,"['Marcelo', 'Rojas', 'Framm']",17030,15.14,,
42,Coalición por el Cambio,RN,"['Frank', 'Sauerbaum', 'Muñoz']",22861,20.33,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Frank_Carlos_Sauerbaum_Muñoz
42,Nueva Mayoría para Chile,PH,"['Loreto', 'Muñoz', 'Gutiérrez']",1601,1.42,,
42,Chile Limpio. Vote Feliz,PRI,"['Jorge', 'Brito', 'Gajardo']",6034,5.37,,
42,Chile Limpio. Vote Feliz,PRI,"['Juan', 'Riquelme', 'Venegas']",6115,5.44,,
42,Válidamente emitidos,,[],112459,100,,
43,Concertación y Juntos Podemos por más Democracia,PPD,"['Cristián', 'Campos', 'Jara']",33622,31.35,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cristian_Campos_Jara
43,Concertación y Juntos Podemos por más Democracia,PS,"['Raúl', 'Súnico', 'Galdames']",26369,24.58,,
43,Coalición por el Cambio,RN,"['José', 'Luis', 'Gallego', 'Carrasco']",8996,8.39,,
43,Coalición por el Cambio,UDI,"['Jorge', 'Ulloa', 'Aguillón']",30309,28.26,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Iván_Ulloa_Aguillón
43,Nueva Mayoría para Chile,PH,"['Jorge', 'Monje', 'Chávez']",2341,2.18,,
43,Chile Limpio. Vote Feliz,PRI,"['Miguel', 'Espinoza', 'González']",2070,1.93,,
43,Candidatura Independiente,IND,"['Mauricio', 'Concha', 'Alarcón']",3550,3.31,,
43,Válidamente emitidos,,[],107257,100,,
44,Concertación y Juntos Podemos por más Democracia,PPD,"['María', 'Angélica', 'Fuentes', 'Fuentealba']",36824,21.94,,
44,Concertación y Juntos Podemos por más Democracia,PDC,"['José', 'Miguel', 'Ortiz', 'Novoa']",45379,27.04,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa
44,Coalición por el Cambio,UDI,"['Enrique', 'van Rysselberghe', 'Herrera']",44735,26.65,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera
44,Coalición por el Cambio,RN,"['Claudio', 'Eguiluz', 'Rodríguez']",28932,17.24,,
44,Nueva Mayoría para Chile,IND,"['Félix', 'González', 'Gatica']",9471,5.64,,
44,Chile Limpio. Vote Feliz,PRI,"['Arturo', 'Espinoza', 'Brower']",2502,1.49,,
44,Válidamente emitidos,,[],167843,100,,
45,Concertación y Juntos Podemos por más Democracia,PS,"['Clemira', 'Pacheco', 'Rivas']",38379,33.8,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Clemira_Pacheco_Rivas
45,Concertación y Juntos Podemos por más Democracia,PDC,"['Edmundo', 'Salas', 'de la Fuente']",19140,16.86,,
45,Coalición por el Cambio,RN,"['Eduardo', 'Durán', 'Salinas']",10006,8.81,,
45,Coalición por el Cambio,UDI,"['Sergio', 'Bobadilla', 'Muñoz']",29272,25.78,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Enrique_Bobadilla_Muñoz
45,Chile Limpio. Vote Feliz,IND,"['Patricio', 'Sáez', 'Ramírez']",5573,4.91,,
45,Chile Limpio. Vote Feliz,IND,"['Pamela', 'Jiles', 'Moreno']",11185,9.85,,
45,Válidamente emitidos,,[],113555,100,,
46,Concertación y Juntos Podemos por más Democracia,PS,"['Manuel', 'Monsalve', 'Benavides']",30360,31.16,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Zacarías_Monsalve_Benavides
46,Concertación y Juntos Podemos por más Democracia,PC,"['Cristián', 'Cuevas', 'Zambrano']",22326,22.92,,
46,Coalición por el Cambio,UDI,"['Iván', 'Norambuena', 'Farías']",34852,35.77,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Ernesto_Norambuena_Farías
46,Coalición por el Cambio,IND,"['José', 'Manuel', 'Rebolledo', 'Cáceres']",8132,8.35,,
46,Chile Limpio. Vote Feliz,PRI,"['Jaime', 'Bahamondes', 'Cabrera']",1750,1.8,,
46,Válidamente emitidos,,[],97420,100,,
47,Concertación y Juntos Podemos por más Democracia,PS,"['Juan', 'de Dios', 'Parra', 'Sepúlveda']",23725,17.21,,
47,Concertación y Juntos Podemos por más Democracia,PRSD,"['José', 'Pérez', 'Arriagada']",46606,33.8,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada
47,Coalición por el Cambio,UDI,"['Juan', 'Lobos', 'Krause']",51937,37.67,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Lobos_Krause
47,Coalición por el Cambio,RN,"['Daniel', 'Badilla', 'Alegría']",10039,7.28,,
47,Nueva Mayoría para Chile,IND,"['Juan', 'José', 'Torres', 'Paredes']",1698,1.23,,
47,Nueva Mayoría para Chile,PH,"['Carlos', 'Carrasco', 'Pantoja']",1430,1.04,,
47,Chile Limpio. Vote Feliz,PRI,"['Nivia', 'del Carmen', 'Riquelme', 'Gutiérrez']",2433,1.76,,
47,Válidamente emitidos,,[],137868,100,,
48,Concertación y Juntos Podemos por más Democracia,PS,"['Rubén', 'Quilapi', 'Cabrapan']",11260,16.69,,
48,Concertación y Juntos Podemos por más Democracia,PDC,"['Mario', 'Venegas', 'Cárdenas']",20102,29.8,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Venegas_Cárdenas
48,Coalición por el Cambio,RN,"['Jorge', 'Rathgeb', 'Schifferli']",14918,22.12,,
48,Coalición por el Cambio,UDI,"['Gonzalo', 'Arenas', 'Hodar']",17223,25.54,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Arenas_Hödar
48,Nueva Mayoría para Chile,IND,"['Diego', 'Ancalao', 'Gavilán']",2870,4.26,,
48,Chile Limpio. Vote Feliz,PRI,"['Luis', 'Soto', 'Ramírez']",1073,1.59,,
48,Válidamente emitidos,,[],67446,100,,
49,Concertación y Juntos Podemos por más Democracia,PDC,"['Fuad', 'Chahin', 'Valenzuela']",20212,30.26,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fuad_Eduardo_Chahin_Valenzuela
49,Concertación y Juntos Podemos por más Democracia,PPD,"['Oscar', 'Carrasco', 'Carrasco']",12744,19.08,,
49,Coalición por el Cambio,RN,"['Cristián', 'Barra', 'Zambra']",15629,23.4,,
49,Coalición por el Cambio,UDI,"['Enrique', 'Estay', 'Peñaloza']",16009,23.97,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Estay_Peñaloza
49,Nueva Mayoría para Chile,IND,"['Marco', 'Antonio', 'Ortega', 'Cumiquir']",758,1.13,,
49,Nueva Mayoría para Chile,PH,"['Ricardo', 'Millapán', 'Pichún']",1445,2.16,,
49,Válidamente emitidos,,[],66797,100,,
50,Concertación y Juntos Podemos por más Democracia,PPD,"['Ricardo', 'Celis', 'Araya']",22330,18.6,,
50,Concertación y Juntos Podemos por más Democracia,PDC,"['René', 'Saffirio', 'Espinoza']",37017,30.83,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Fernando_Saffirio_Espinoza
50,Coalición por el Cambio,UDI,"['Mauricio', 'Gejman', 'Trenit']",14484,12.06,,
50,Coalición por el Cambio,RN,"['Germán', 'Becker', 'Alvear']",33785,28.14,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Becker_Alvear
50,Nueva Mayoría para Chile,IND,"['Jaime', 'Madariaga', 'de la Barra']",3710,3.09,,
50,Nueva Mayoría para Chile,IND,"['Paola', 'Castro', 'Zambrano']",847,0.71,,
50,Chile Limpio. Vote Feliz,PRI,"['Tatiana', 'Rudolph', 'Espinoza']",1196,1,,
50,Chile Limpio. Vote Feliz,PRI,"['Mariela', 'Silva', 'Leal']",2079,1.73,,
50,Candidatura Independiente,IND,"['Luis', 'Seguel', 'Mora']",4604,3.84,,
50,Válidamente emitidos,,[],120052,100,,
51,Concertación y Juntos Podemos por más Democracia,IND,"['José', 'René', 'Inostroza', 'Valenzuela']",12077,18.02,,
51,Concertación y Juntos Podemos por más Democracia,PPD,"['Joaquín', 'Tuma', 'Zedan']",16327,24.36,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Tuma_Zedan
51,Coalición por el Cambio,UDI,"['Cristóbal', 'Leturia', 'Infante']",10771,16.07,,
51,Coalición por el Cambio,RN,"['José', 'Manuel', 'Edwards', 'Silva']",11275,16.82,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Manuel_Edwards_Silva
51,Nueva Mayoría para Chile,IND,"['Domingo', 'Ñancupil', 'Baeza']",4214,6.29,,
51,Nueva Mayoría para Chile,IND,"['Adolfo', 'Millabur', 'Ñancuil']",3891,5.81,,
51,Chile Limpio. Vote Feliz,PRI,"['Andrés', 'Matta', 'Cuminao']",2114,3.15,,
51,Chile Limpio. Vote Feliz,PRI,"['Eduardo', 'Díaz', 'Herrera']",6354,9.48,,
51,Válidamente emitidos,,[],67023,100,,
52,Concertación y Juntos Podemos por más Democracia,PDC,"['Andrés', 'Jouannet', 'Valderrama']",8988,13.3,,
52,Concertación y Juntos Podemos por más Democracia,PRSD,"['Fernando', 'Meza', 'Moncada']",22116,32.72,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada
52,Coalición por el Cambio,RN,"['René', 'Manuel', 'García', 'García']",20726,30.66,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García
52,Coalición por el Cambio,UDI,"['Erwin', 'Gudenschwager', 'Jiménez']",10686,15.81,,
52,Nueva Mayoría para Chile,IND,"['Sergio', 'Mora', 'Hernández']",1427,2.11,,
52,Nueva Mayoría para Chile,PH,"['Eladio', 'Candia', 'Gajardo']",671,0.99,,
52,Chile Limpio. Vote Feliz,PRI,"['Patricia', 'Mena', 'Vera']",2195,3.25,,
52,Chile Limpio. Vote Feliz,PRI,"['Leonel', 'Avila', 'Muñoz']",782,1.16,,
52,Válidamente emitidos,,[],67591,100,,
53,Concertación y Juntos Podemos por más Democracia,PDC,"['Exequiel', 'Silva', 'Ortiz']",16620,19.84,,
53,Concertación y Juntos Podemos por más Democracia,PS,"['Alfonso', 'de Urresti', 'Longton']",32433,38.71,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Arturo_De_Urresti_Longton
53,Coalición por el Cambio,UDI,"['Jorge', 'Salazar', 'Ruiz']",7309,8.72,,
53,Coalición por el Cambio,RN,"['Roberto', 'Delmastro', 'Naso']",25360,30.27,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Delmastro_Naso
53,Chile Limpio. Vote Feliz,PRI,"['Ramón', 'de la Barra', 'Altamirano']",1501,1.79,,
53,Chile Limpio. Vote Feliz,PRI,"['Carlos', 'Juan', 'Boero', 'Rodríguez']",553,0.66,,
53,Válidamente emitidos,,[],83776,100,,
54,Concertación y Juntos Podemos por más Democracia,PDC,"['Iván', 'Navarro', 'Abarzúa']",10202,13.16,,
54,Concertación y Juntos Podemos por más Democracia,PPD,"['Enrique', 'Jaramillo', 'Becker']",29004,37.43,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Jaramillo_Becker
54,Coalición por el Cambio,UDI,"['Gaston', 'von Muhlenbrock', 'Zamora']",19978,25.78,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_Von_Mühlenbrock_Zamora
54,Coalición por el Cambio,RN,"['Gonzalo', 'Fuenzalida', 'Figueroa']",16749,21.61,,
54,Chile Limpio. Vote Feliz,IND,"['Hilda', 'Cerda', 'Espíndola']",965,1.25,,
54,Chile Limpio. Vote Feliz,PRI,"['Jorge', 'Eugenio', 'Blaessinger', 'Lobos']",598,0.77,,
54,Válidamente emitidos,,[],77496,100,,
55,Concertación y Juntos Podemos por más Democracia,PDC,"['Sergio', 'Ojeda', 'Uribe']",23623,30.44,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Ojeda_Uribe
