Circunscripción,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Tarapacá y Antofagasta,Frente de Acción Popular,PC,"('Luis', 'Valente', 'Rossi')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Valente_Rossi
Tarapacá y Antofagasta,Frente de Acción Popular,PC,"('Víctor', 'Benito', 'Contreras', 'Tapia')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Benito_Contreras_Tapia
Tarapacá y Antofagasta,Unión Socialista Popular,USOPO,"('Ramón', 'Augusto', 'Silva', 'Ulloa')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Augusto_Silva_Ulloa
Tarapacá y Antofagasta,Partido Demócrata Cristiano,PDC,"('Osvaldo', 'Opelio', 'Olguín', 'Zapata')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Opelio_Olguín_Zapata
Tarapacá y Antofagasta,Partido Demócrata Cristiano,PDC,"('Juan', 'de Dios', 'Carmona', 'Peralta')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_de_Dios_Carmona_Peralta
Atacama y Coquimbo,Frente de Acción Popular,PC,"('Julieta', 'Campusano', 'Chávez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julieta_Campusano_Chávez
Atacama y Coquimbo,Unión Socialista Popular,USOPO,"('Tomás', 'Chadwick', 'Valdés')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tomás_Chadwick_Valdés
Atacama y Coquimbo,Partido Demócrata Cristiano,PDC,"('Alejandro', 'Noemi', 'Huerta')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Noemi_Huerta
Atacama y Coquimbo,Partido Demócrata Cristiano,PDC,"('José', 'Ignacio', 'Palma', 'Vicuña')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Ignacio_Palma_Vicuña
Atacama y Coquimbo,Partido Radical,PR,"('Hugo', 'Miranda', 'Ramírez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Miranda_Ramírez
Aconcagua y Valparaíso,Frente de Acción Popular,PC,"('Luis', 'Corvalán', 'Lepe')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Corvalán_Lepe
Aconcagua y Valparaíso,Partido Demócrata Cristiano,PDC,"('Hugo', 'Eugenio', 'Ballesteros', 'Reyes')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Eugenio_Ballesteros_Reyes
Aconcagua y Valparaíso,Partido Demócrata Cristiano,PDC,"('Benjamín', 'Prado', 'Casas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Benjamín_Prado_Casas
