Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Copiapó,,,"('Victorino', 'Garrido')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Victorino_Garrido
Vallenar,,,"('Ramón', 'Ossandón')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ossandón
Vallenar,,,"('Rafael', 'Gatica', 'Soiza')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Gatica_Soiza
La Serena,,,"('José', 'Pedro', 'Guzmán', 'Recabarren')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pedro_Guzmán_Recabarren
La Serena,,,"('José', 'Fermín', 'del Solar', 'Marín')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Fermín_Del_Solar_Marín
Elqui,,,"('Joaquín', 'Campino', 'Salamanca')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Campino_Salamanca
Elqui,,,"('José', 'Francisco', 'Gana', 'López')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Francisco_Gana_López
Ovalle,,,"('Manuel', 'Carvallo', 'Gómez')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Carvallo_Gómez
Ovalle,,,"('Melchor', 'de Santiago-Concha', 'Cerda')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Melchor_De_Santiago_Concha_y_Cerda
Illapel,,,"('Ramón', 'Montes', 'Rosales')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Montes_Rosales
Illapel,,,"('Pedro', 'Felipe', 'Iñíguez', 'Landa')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Felipe_Iñiguez_Landa
Petorca,,,"('Domingo', 'José', 'de Toro', 'Guzmán')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Domingo_José_de_Toro_Guzmán
Petorca,,,"('Juan', 'Manuel', 'Cobo', 'Gutiérrez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Manuel_Cobo_Gutiérrez
La Ligua,,,"('José', 'Vicente', 'Larraín', 'Espinosa')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Vicente_Larraín_Espinosa
La Ligua,,,"('Ramón', 'Luis', 'Irarrázaval', 'Alcalde')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Luis_Yrarrázaval_Alcalde
Los Andes,,,"('José', 'Gregorio', 'Meneses', 'Guerrero')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Gregorio_Meneses_Guerrero
Los Andes,,,"('Joaquín', 'Tocornal', 'Jiménez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Tocornal_Jiménez
San Felipe,,,"('Manuel', 'Rengifo', 'Cárdenas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Rengifo_Cárdenas
San Felipe,,,"('José', 'del Rosario', 'Jiménez')",,,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_del_Rosario_Jiménez
San Felipe,,,"('José', 'Miguel', 'de la Barra', 'López')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_De_la_Barra_López
San Felipe,,,"('Juan', 'Gregorio de las Heras', 'de la Gacha')",,,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Gregorio_de_las_Heras_de_la_Gacha
Putaendo,,,"('José', 'Tomás', 'Rodríguez', 'Poitier')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Tomás_Rodríguez_Poitier
Quillota,,,"('Martín', 'Andonaegui')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Martín_Andonaegui
Quillota,,,"('Ignacio', 'Vicuña', 'Aguirre')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Vicuña_Aguirre
Quillota,,,"('Mariano', 'Elías', 'Sánchez', 'Bravo de Naveda')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mariano_Elías_Sánchez_Bravo_de_Naveda
Valparaíso,,,"('Manuel', 'Montt', 'Torres')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Montt_Torres
Valparaíso,,,"('Manuel', 'García', 'Banqueda')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_García_Banqueda
Casablanca,,,"('Manuel', 'Covarrubias', 'Ortúzar')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Covarrubias_Ortúzar
Santiago,,,"('Ambrosio', 'Aldunate', 'Carvajal')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ambrosio_Aldunate_Carvajal
Santiago,,,"('Pedro', 'Nolasco', 'Mena', 'Ramírez-Rivilla')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Nolasco_Mena_y_Ramírez_Rivilla
Santiago,,,"('Pedro', 'Nolasco', 'Vidal', 'Gómez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Nolasco_Vidal_Gómez
Santiago,,,"('Manuel', 'José', 'Cerda', 'Campos')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Cerda_Campos
Santiago,,,"('Ramón', 'Errázuriz', 'Aldunate')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_De_Errázuriz_Aldunate
Santiago,,,"('Miguel', 'del Fierro', 'Illanes')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Del_Fierro_Illanes
Santiago,,,"('Pedro', 'García de la Huerta', 'Saravia')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_García_de_la_Huerta_Saravia
Santiago,,,"('Francisco', 'de Borja', 'García-Huidobro', 'Aldunate')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Borja_García_Huidobro_Aldunate
Santiago,,,"('José', 'Ignacio', 'Eyzaguirre', 'Arechavala')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Ignacio_Eyzaguirre_Arechavala
Santiago,,,"('Miguel', 'Dávila', 'Silva')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Dávila_Silva
Melipilla,,,"('Francisco', 'Vargas', 'Bascuñán')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Vargas_Bascuñan
Melipilla,,,"('José', 'Manuel', 'Barros', 'Fernández')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Manuel_Barros_Fernández
