Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
D1,Nueva Mayoría,PPD,"('Orlando', 'Severo', 'Vargas', 'Pizarro')",14536,21.63,,,
D1,Nueva Mayoría,PS,"('Luis', 'Rocafull', 'López')",15064,22.42,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Rocafull_López
D1,Nueva Constitución para Chile,IGUALDAD,"('Díaz', 'González', 'Aníbal', 'Eduardo', 'Díaz', 'González')",1146,1.71,,,
D1,"Si tú quieres, Chile cambia",PL,"('Vlado', 'Mirosevic', 'Verdugo')",14301,21.28,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vlado_Mirosevic_Verdugo
D1,"Si tú quieres, Chile cambia",PRO,"('Eduardo', 'Piñones', 'Piñones')",2130,3.17,,,
D1,Alianza,UDI,"('Nino', 'Baltolu', 'Rasera')",10616,15.8,,,
D1,Alianza,RN,"('Ximena', 'Valcarce', 'Becerra')",5496,8.18,,,
D1,Candidatura Independiente,IND,"('Enrique', 'Lee', 'Flores')",3910,5.82,,,
D1,Válidamente emitidos,,(),67199,94.54,,,
D1,Nulos,,(),2297,3.23,,,
D1,Blancos,,(),1586,2.23,,,
D1,Total,,(),71082,100.0,,,
D2,Nueva Mayoría,PC,"('Hugo', 'Gutiérrez', 'Gálvez')",23238,28.79,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez
D2,Nueva Mayoría,PRSD,"('Juan', 'Carlos', 'Liendo', 'Salas')",7868,9.75,,,
D2,Partido Regionalista de los Independientes,PRI,"('Héctor', 'Carlos', 'Ticuna', 'Vilca')",3404,4.22,,,
D2,Partido Humanista,PH,"('Luis', 'Alberto', 'Corrales', 'Villalobos')",797,0.99,,,
D2,Partido Humanista,PH,"('Cristián', 'Fuentes', 'Manriquez')",1314,1.63,,,
D2,"Si tú quieres, Chile cambia",PRO,"('Cristián', 'Andrés', 'Jamett', 'Pizarro')",3806,4.72,,,
D2,Alianza,UDI,"('Renzo', 'Trisotti', 'Martínez')",20818,25.8,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez
D2,Alianza,RN,"('Nestor', 'Jofre', 'Núñez')",8996,11.15,,,
D2,Candidatura Independiente,IND,"('Marta', 'Eliana', 'Isasi', 'Barbieri')",10462,12.96,,,
D2,Válidamente emitidos,,(),80703,93.8,,,
D2,Nulos,,(),2765,3.21,,,
D2,Blancos,,(),2572,2.99,,,
D2,Total,,(),86040,100.0,,,
D3,Nueva Mayoría,PRSD,"('Marcos', 'Andrés', 'Espinosa', 'Monardes')",16877,27.87,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcos_Espinosa_Monardes
D3,Nueva Mayoría,PC,"('Cristián', 'Cuevas', 'Zambrano')",12807,21.15,,,
D3,Partido Humanista,PH,"('Pablo', 'Onell', 'Aracena')",1632,2.7,,,
D3,Nueva Constitución para Chile,IND,"('Wilson', 'Manuel', 'Reyes', 'Araya')",2902,4.79,,,
D3,Nueva Constitución para Chile,IND,"('Bernardo', 'Hevia', 'Garrido')",1527,2.52,,,
D3,"Si tú quieres, Chile cambia",PRO,"('Luis', 'Armando', 'Contreras', 'Rivera')",2737,4.52,,,
D3,Alianza,UDI,"('Felipe', 'Ward', 'Edwards')",14604,24.12,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Ward_Edwards
D3,Alianza,RN,"('Augusto', 'Pérez', 'Daniel')",7466,12.33,,,
D3,Válidamente emitidos,,(),60552,92.44,,,
D3,Nulos,,(),2403,3.67,,,
D3,Blancos,,(),2549,3.89,,,
D3,Total,,(),65504,100.0,,,
