Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Tarapacá,Partido Radical,PR,"('David', 'Tomás', 'Mac-Iver', 'Rodríguez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/David_Tomás_Mac_Iver_Rodríguez
Tarapacá,Partido Liberal,PL,"('Manuel', 'Zavala', 'Meléndez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Zavala_Meléndez
Antofagasta,Partido Radical,PR,"('Antonio', 'Silva', 'Whittaker')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Silva_Whittaker
Antofagasta,Partido Radical,PR,"('Anselmo', 'Hevia', 'Riquelme')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Anselmo_Hevia_Riquelme
Copiapó,Partido Radical,PR,"('Carlos', 'Toribio', 'Robinet', 'Lambarri')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Toribio_Robinet_Lambarri
Copiapó,Partido Radical,PR,"('Joaquín', 'Rodríguez', 'Rozas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Rodríguez_Rozas
Copiapó,Partido Conservador,PCon,"('Benjamín', 'Edwards', 'Garriga')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Benjamín_Edwards_Garriga
La Serena,Partido Radical,PR,"('David', 'Florentino', 'Aguirre', 'Rodríguez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/David_Florentino_Aguirre_Rodríguez
La Serena,Partido Conservador,PCon,"('Carlos', 'Lyon', 'Santa María')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Lyon_Santa_María
La Serena,Partido Liberal Democrático,PLDe,"('Juan', 'Guillermo', 'Zavala', 'Varas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Guillermo_Zavala_Varas
Ovalle,Partido Liberal,PL,"('José', 'Eugenio', 'Guzmán', 'Irarrázaval')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Eugenio_Guzmán_Yrarrázaval
Ovalle,Partido Liberal,PL,"('Ladislao', 'Errázuriz', 'Echaurren')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ladislao_Errázuriz_Echaurren
Ovalle,Partido Conservador,PCon,"('Ricardo', 'Lyon', 'Pérez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Lyon_Pérez
Ovalle,Partido Conservador,PCon,"('Rafael', 'Valentín', 'Errázuriz', 'Urmeneta')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Valentín_Errázuriz_Urmeneta
Petorca,,,"('Manuel', 'Antonio', 'Cristi', 'Aldana')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Antonio_Cristi_Aldana
Petorca,Partido Nacional,PN,"('Pedro', 'Montt', 'Montt')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Montt_Montt
San Felipe,Partido Liberal,PL,"('Eduardo', 'Videla', 'Correas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Videla_Correas
San Felipe,Partido Conservador,PCon,"('Carlos', 'Concha', 'Subercaseaux')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Concha_Subercaseaux
San Felipe,Partido Conservador,PCon,"('Daniel', 'Vial', 'Ugarte')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Vial_Ugarte
Quillota,Partido Liberal,PL,"('Vicente', 'Santa Cruz', 'Vargas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vicente_Santa_Cruz_Vargas
