Circunscripción,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Arica y Parinacota,Chile Podemos +,UDI,"('José', 'Durána', 'Semir')",0.0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Alberto_Durana_Semir
Arica y Parinacota,Nuevo Pacto Social,PS,"('José', 'Miguel', 'Insulza', 'Salinas')",0.0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Insulza_Salinas
Tarapacá,Chile Podemos +,UDI,"('Luz', 'Ebensperger', 'Orrego')",0.0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luz_Eliana_Ebensperger_Orrego
Tarapacá,Nuevo Pacto Social,PPD,"('Jorge', 'Soria', 'Quiroga')",0.0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Alejandro_Soria_Quiroga
Antofagasta,Apruebo Dignidad,FREVS,"('Esteban', 'Jorge', 'Velásquez', 'Núñez')",39580.0,21.15,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Jorge_Velásquez_Núñez
Antofagasta,Chile Podemos +,RN,"('Paulina', 'Núñez', 'Urrutia')",15648.0,8.36,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Paulina_Andrea_Núñez_Urrutia
Antofagasta,Nuevo Pacto Social,PPD,"('Pedro', 'Araya', 'Guerrero')",24266.0,12.96,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Araya_Guerrero
Atacama,Chile Podemos +,RN,"('Rafael', 'Prohens', 'Espinosa')",0.0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Prohens_Espinosa
Atacama,Nuevo Pacto Social,PDC,"('Yasna', 'Provoste', 'Campillay')",0.0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Yasna_Provoste_Campillay
Coquimbo,Apruebo Dignidad,PC,"('Daniel', 'Núñez', 'Arancibia')",39414.0,16.18,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ignacio_Núñez_Arancibia
Coquimbo,Chile Podemos +,UDI,"('Sergio', 'Gahona', 'Salazar')",25751.0,10.57,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Alfredo_Gahona_Salazar
Coquimbo,Nuevo Pacto Social,PDC,"('Matías', 'Walker', 'Prieto')",26186.0,10.75,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto
Valparaíso,Apruebo Dignidad,RD,"('Juan', 'Ignacio', 'Latorre', 'Riveros')",0.0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Ignacio_Latorre_Riveros
