Circunscripción,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Arica y Parinacota,Chile Podemos +,UDI,"('José', 'Durána', 'Semir')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Alberto_Durana_Semir
Arica y Parinacota,Nuevo Pacto Social,PS,"('José', 'Miguel', 'Insulza', 'Salinas')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Insulza_Salinas
Tarapacá,Chile Podemos +,UDI,"('Luz', 'Ebensperger', 'Orrego')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luz_Eliana_Ebensperger_Orrego
Tarapacá,Nuevo Pacto Social,PPD,"('Jorge', 'Soria', 'Quiroga')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Alejandro_Soria_Quiroga
Antofagasta,Chile Podemos +,RN,"('Paulina', 'Núñez', 'Urrutia')",15648,8.36,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Paulina_Andrea_Núñez_Urrutia
Antofagasta,Chile Podemos +,RN,"('Marco', 'Antonio', 'Díaz', 'Muñoz')",12482,6.67,,,
Antofagasta,Chile Podemos +,UDI,"('Katherine', 'López', 'Rivera')",7838,4.19,,,
Antofagasta,Chile Podemos +,UDI,"('Daniel', 'Andrés', 'Guevara', 'Cortes')",5241,2.8,,,
Antofagasta,Partido de la Gente,PDG,"('Tamara', 'Jocelyn', 'Gaytan', 'Chávez')",7837,4.19,,,
Antofagasta,Partido de la Gente,PDG,"('Ricardo', 'Felipe', 'Vargas', 'Valenzuela')",11594,6.19,,,
Antofagasta,Partido de la Gente,PDG,"('Paola', 'Amanda', 'Debia', 'González')",12682,6.78,,,
Antofagasta,Partido de Trabajadores Revolucionarios,PTR,"('Galia', 'Tatiana', 'Aguilera', 'Caballero')",3421,1.83,,,
Antofagasta,Partido de Trabajadores Revolucionarios,PTR,"('Domingo', 'Lara', 'Izquierdo')",1327,0.71,,,
Antofagasta,Nuevo Pacto Social,PDC,"('Jeanette', 'Hurtado', 'Rojas')",2000,1.07,,,
Antofagasta,Nuevo Pacto Social,PPD,"('Pedro', 'Araya', 'Guerrero')",24266,12.96,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Araya_Guerrero
Antofagasta,Nuevo Pacto Social,PR,"('Marcela', 'Ximena', 'Hernándo', 'Pérez')",14636,7.82,,,
Antofagasta,Nuevo Pacto Social,PS,"('Jacqueline', 'Santander', 'Miranda')",1931,1.03,,,
Antofagasta,Dignidad Ahora,IGUALDAD,"('María', 'Susana', 'Vera', 'Ibacache')",2282,1.22,,,
Antofagasta,Dignidad Ahora,IGUALDAD,"('Moisés', 'Fabian', 'Ibacache', 'Iguain')",1523,0.81,,,
Antofagasta,Apruebo Dignidad,RD,"('Iván', 'Igor', 'Ávila', 'Pérez')",3419,1.83,,,
Antofagasta,Apruebo Dignidad,PC,"('Jan', 'José', 'Cademartori', 'Dujisin')",5750,3.07,,,
Antofagasta,Apruebo Dignidad,FREVS,"('Esteban', 'Jorge', 'Velásquez', 'Núñez')",39580,21.15,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Jorge_Velásquez_Núñez
Antofagasta,Apruebo Dignidad,FREVS,"('Marta', 'Patricia', 'Molina', 'Ávila')",3490,1.86,,,
Antofagasta,Independientes Unidos,CU,"('Cesar', 'Antonio', 'Araya', 'García')",7847,4.19,,,
Antofagasta,Independientes Unidos,CU,"('Germán', 'Eugenio', 'Romagnoli', 'Delporte')",2379,1.27,,,
Antofagasta,Válidamente emitidos,,(),187173,91.88,,,
Antofagasta,Nulos,,(),10267,5.04,,,
Antofagasta,Blancos,,(),6269,3.08,,,
Antofagasta,Total,,(),203709,100.0,,,
Atacama,Chile Podemos +,RN,"('Rafael', 'Prohens', 'Espinosa')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Prohens_Espinosa
Atacama,Nuevo Pacto Social,PDC,"('Yasna', 'Provoste', 'Campillay')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Yasna_Provoste_Campillay
Coquimbo,Chile Podemos +,PRI,"('Pedro', 'Antonio', 'Velásquez', 'Seguel')",14382,5.9,,,
Coquimbo,Chile Podemos +,UDI,"('Alejandra', 'Valdovinos', 'Jofre')",11242,4.61,,,
Coquimbo,Chile Podemos +,UDI,"('Sergio', 'Gahona', 'Salazar')",25751,10.57,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Alfredo_Gahona_Salazar
Coquimbo,Chile Podemos +,RN,"('Giannina', 'Teresa', 'González', 'Michea')",14908,6.12,,,
Coquimbo,Partido de la Gente,PDG,"('Eileen', 'Patricia', 'Urqueta', 'Rojas')",17961,7.37,,,
Coquimbo,Partido de la Gente,PDG,"('Cristián', 'Andrés', 'Astorga', 'Cortes')",13600,5.58,,,
Coquimbo,Nuevo Pacto Social,PPD,"('Adriana', 'Muñoz', ""D'Albora"")",18852,7.74,,,
Coquimbo,Nuevo Pacto Social,PDC,"('Matías', 'Walker', 'Prieto')",26186,10.75,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto
Coquimbo,Dignidad Ahora,IGUALDAD,"('Esteban', 'Vilchez', 'Celis')",2195,0.9,,,
Coquimbo,Dignidad Ahora,IGUALDAD,"('Caterina', 'Teresa', 'Simoncelli', 'Fracchia')",4688,1.92,,,
Coquimbo,Apruebo Dignidad,PC,"('Daniel', 'Núñez', 'Arancibia')",39414,16.18,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ignacio_Núñez_Arancibia
Coquimbo,Apruebo Dignidad,CS,"('Marcelo', 'Eduardo', 'Díaz', 'Díaz')",33033,13.56,,,
Coquimbo,Apruebo Dignidad,FREVS,"('Jeannette', 'Medina', 'Araya')",7941,3.26,,,
Coquimbo,Apruebo Dignidad,COMUNES,"('Edio', 'Eduardo', 'Cortes', 'Lara')",1539,0.63,,,
Coquimbo,Independientes Unidos,CU,"('Sergio', 'Arnoldo', 'Rojas', 'Tapia')",11939,4.9,,,
Coquimbo,Válidamente emitidos,,(),243631,91.24,,,
Coquimbo,Nulos,,(),11580,4.34,,,
Coquimbo,Blancos,,(),11818,4.43,,,
Coquimbo,Total,,(),267029,100.0,,,
Valparaíso,Chile Podemos +,RN,"('Kenneth', 'Pugh', 'Olavarría')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Kenneth_Peter_Pugh_Olavarría
Valparaíso,Chile Podemos +,RN,"('Francisco', 'Chahuán', 'Chahuán')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Chahuán_Chahuán
Valparaíso,Nuevo Pacto Social,PPD,"('Ricardo', 'Lagos', 'Weber')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Lagos_Weber
Valparaíso,Nuevo Pacto Social,PS,"('Isabel', 'Allende', 'Bussi')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Isabel_Allende_Bussi
Valparaíso,Apruebo Dignidad,RD,"('Juan', 'Ignacio', 'Latorre', 'Riveros')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Ignacio_Latorre_Riveros
Santiago,Chile Podemos +,EVOPOLI,"('Jaime', 'Mañalich', 'Muxi')",132701,5.0,,,
Santiago,Chile Podemos +,EVOPOLI,"('Luciano', 'Cruz-Coke', 'Carvallo')",150888,5.68,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luciano_Cruz_Coke_Carvallo
Santiago,Chile Podemos +,UDI,"('Daniela', 'del Pilar', 'Cabezas', 'Vera')",18828,0.71,,,
Santiago,Chile Podemos +,RN,"('Marcela', 'Sabat', 'Fernández')",109199,4.11,,,
Santiago,Chile Podemos +,RN,"('Manuel', 'José', 'Ossandón', 'Irarrázabal')",280436,10.56,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ossandón_Irarrázabal
Santiago,Chile Podemos +,UDI,"('Carolina', 'Lavín', 'Aliaga')",18036,0.68,,,
Santiago,Partido de la Gente,PDG,"('Valeska', 'Oyarce', 'Peña')",42906,1.62,,,
Santiago,Partido de la Gente,PDG,"('Erna', 'del Carmen', 'Pérez', 'Gaete')",14654,0.55,,,
Santiago,Partido de la Gente,PDG,"('Rodrigo', 'Alejandro', 'Díaz', 'Muñoz')",24321,0.92,,,
Santiago,Partido de la Gente,PDG,"('Rodrigo', 'Silva', 'Alfaro')",25552,0.96,,,
Santiago,Partido de la Gente,PDG,"('Roberto', 'Javier', 'Cofre', 'Cerda')",13607,0.51,,,
Santiago,Partido de la Gente,PDG,"('Carolina', 'Eilyn', 'González', 'Abarca')",33378,1.26,,,
Santiago,Nuevo Pacto Social,PL,"('Veronica', 'Pardo', 'Lagos')",26107,0.98,,,
Santiago,Nuevo Pacto Social,PDC,"('Eugenio', 'Ortega', 'Frei')",24306,0.92,,,
Santiago,Nuevo Pacto Social,PDC,"('Gabriel', 'Silber', 'Romo')",58815,2.22,,,
Santiago,Nuevo Pacto Social,PPD,"('Natalia', 'Piergentili', 'Domenech')",17038,0.64,,,
