Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
D1,Chile Podemos +,UDI,"('Nino', 'Baltolu', 'Rasera')",2997,3.73,,,
D1,Chile Podemos +,EVOPOLI,"('Diego', 'Bulnes', 'Valdés')",1811,2.25,,,
D1,Chile Podemos +,RN,"('Diego', 'Paco', 'Mamani')",6752,8.39,,,
D1,Chile Podemos +,PRI,"('Enrique', 'Lee', 'Flores')",7320,9.1,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Lee_Flores
D1,Partido de la Gente,PDG,"('Rayko', 'Alejandro', 'Karmelic', 'Pavlov')",3831,4.76,,,
D1,Partido de la Gente,PDG,"('Camila', 'Fernanda', 'Águilar', 'Torres')",3244,4.03,,,
D1,Partido de la Gente,PDG,"('Gonzalo', 'Daniel', 'Campusano', 'Yáñez')",2021,2.51,,,
D1,Partido de la Gente,PDG,"('Benedicta', 'Rodríguez', 'Rubio')",693,0.86,,,
D1,Partido de Trabajadores Revolucionarios,PTR,"('Camilo', 'Martín', 'Jofre', 'Cañipa')",703,0.87,,,
D1,Partido de Trabajadores Revolucionarios,PTR,"('Valentína', 'Paz', 'Albarracin', 'González')",694,0.86,,,
D1,Nuevo Pacto Social,PL,"('Vlado', 'Mirosevic', 'Verdugo')",16819,20.91,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vlado_Mirosevic_Verdugo
D1,Nuevo Pacto Social,PL,"('Luis', 'Fabian', 'Malla', 'Valenzuela')",2689,3.34,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Malla_Valenzuela
D1,Nuevo Pacto Social,PS,"('Luis', 'Rocafull', 'López')",3929,4.88,,,
D1,Nuevo Pacto Social,PS,"('Gladys', 'Acuña', 'Rosales')",5181,6.44,,,
D1,Dignidad Ahora,PH,"('Juan', 'Jacobo', 'Tancara', 'Chambe')",931,1.16,,,
D1,Dignidad Ahora,PH,"('Delia', 'Norma', 'Condori', 'Flores')",916,1.14,,,
D1,Frente Social Cristiano,REPUBLICANO,"('Marcelo', 'Zara', 'Pizarro')",6349,7.89,,,
D1,Frente Social Cristiano,REPUBLICANO,"('Karla', 'Kepec', 'Álvarez')",3845,4.78,,,
D1,Frente Social Cristiano,REPUBLICANO,"('Fidel', 'Óscar', 'Arenas', 'Pizarro')",1912,2.38,,,
D1,Apruebo Dignidad,FREVS,"('Ricardo', 'Luis', 'Sanzana', 'Oteiza')",3326,4.13,,,
D1,Apruebo Dignidad,COMUNES,"('Silvia', 'Jocelyn', 'Muñoz', 'Donoso')",848,1.05,,,
D1,Apruebo Dignidad,PC,"('Paloma', 'Camila', 'Margott', 'Tapia', 'Barrios')",3096,3.85,,,
D1,Nuevo Tiempo,NT,"('Fabian', 'Andrés', 'Aburto', 'Aburto')",546,0.68,,,
D1,Válidamente emitidos,,(),80453,93.71,,,
D1,Nulos,,(),3253,3.79,,,
D1,Blancos,,(),2146,2.5,,,
D1,Total,,(),85852,100.0,,,
D2,Chile Podemos +,UDI,"('Renzo', 'Trisotti', 'Martínez')",11100,11.09,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez
D2,Chile Podemos +,PRI,"('Erica', 'Paniagua', 'Herbas')",1196,1.19,,,
D2,Chile Podemos +,EVOPOLI,"('Karen', 'Rose', 'Heyne', 'Bolados')",1447,1.45,,,
