Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
D1,Por Todo Chile,PRO,"('Rodrigo', 'Antonio', 'Cuevas', 'Troncoso')",8841,12.42,,,
D1,Por Todo Chile,PRO,"('Carolina', 'Adriana', 'Herrera', 'Calquin')",713,1.0,,,
D1,Por Todo Chile,PRO,"('Camilo', 'Adolfo', 'Nelzon', 'Medina', 'Cusi')",326,0.46,,,
D1,Por Todo Chile,PRO,"('Rossana', 'Virginia', 'Alvarado', 'Pinto')",448,0.63,,,
D1,Frente Amplio,IGUALDAD,"('Héctor', 'Merida', 'Cespedes')",349,0.49,,,
D1,Frente Amplio,PH,"('Iván', 'Figueroa', 'Llona')",927,1.3,,,
D1,Frente Amplio,PL,"('Camila', 'Navarro', 'Aguayo')",1784,2.51,,,
D1,Frente Amplio,PL,"('Vlado', 'Mirosevic', 'Verdugo')",24273,34.09,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vlado_Mirosevic_Verdugo
D1,La Fuerza de la Mayoría,PPD,"('Ángelo', 'Alejandro', 'Carrasco', 'Arias')",1746,2.45,,,
D1,La Fuerza de la Mayoría,PS,"('Iván', 'Paredes', 'Fierro')",5151,7.23,,,
D1,La Fuerza de la Mayoría,PS,"('Luis', 'Rocafull', 'López')",6430,9.03,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Rocafull_López
D1,La Fuerza de la Mayoría,PC,"('Carolina', 'Eliana', 'Videla', 'Osorio')",2630,3.69,,,
D1,Convergencia Democrática,PDC,"('Richard', 'Vildoso', 'Rojas')",541,0.76,,,
D1,Convergencia Democrática,PDC,"('Héctor', 'Hermógenes', 'Riveros', 'Vidal')",344,0.48,,,
D1,Convergencia Democrática,PDC,"('Andrea', 'Macarena', 'Murillo', 'Neumann')",1531,2.15,,,
D1,Chile Vamos,EVOPOLI,"('Marcelo', 'Zara', 'Pizarro')",3366,4.73,,,
D1,Chile Vamos,UDI,"('Nino', 'Baltolu', 'Rasera')",9272,13.02,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nino_Baltolu_Rasera
D1,Chile Vamos,PRI,"('Lorena', 'Jiménez', 'Watt')",720,1.01,,,
D1,Chile Vamos,RN,"('Patricio', 'López', 'Berrios')",1806,2.54,,,
D1,Válidamente emitidos,,(),71198,95.12,,,
D1,Nulos,,(),1917,2.56,,,
D1,Blancos,,(),1732,2.31,,,
D1,Total,,(),74847,100.0,,,
D2,Por Todo Chile,PAIS,"('Myla', 'Etelvina', 'Chávez', 'Fajardo')",843,0.93,,,
D2,Por Todo Chile,PAIS,"('Carlos', 'Eduardo', 'Santelices', 'Lagos')",601,0.66,,,
D2,Frente Amplio,PL,"('Roxana', 'Vigueras', 'Cherres')",4974,5.5,,,
D2,Frente Amplio,IGUALDAD,"('Rodrigo', 'Oliva', 'Vicentelo')",3391,3.75,,,
D2,Frente Amplio,PODER,"('Miguel', 'Alfredo', 'Rocha', 'Sarmiento')",869,0.96,,,
D2,Frente Amplio,PH,"('Sebastián', 'Vergara', 'Alfaro')",2418,2.67,,,
D2,Sumemos,TODOS,"('Manuel', 'Sánchez', 'Loyola')",432,0.48,,,
D2,Sumemos,AMPLITUD,"('Carolina', 'Vásquez', 'Espinoza')",497,0.55,,,
D2,Sumemos,AMPLITUD,"('Héctor', 'Ticuna', 'Vilca')",758,0.84,,,
D2,Sumemos,AMPLITUD,"('Rafael', 'Montes', 'González')",817,0.9,,,
D2,La Fuerza de la Mayoría,PC,"('Hugo', 'Gutiérrez', 'Gálvez')",14332,15.85,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez
D2,La Fuerza de la Mayoría,PRSD,"('Patricio', 'Martínez', 'Fuentes')",3189,3.53,,,
D2,La Fuerza de la Mayoría,PS,"('Danisa', 'Astudillo', 'Peiretti')",8435,9.33,,,
D2,La Fuerza de la Mayoría,PPD,"('Juan', 'Marroquin', 'Guzmán')",1814,2.01,,,
D2,Convergencia Democrática,PDC,"('Mariela', 'Basualto', 'Ávalos')",2588,2.86,,,
D2,Convergencia Democrática,PDC,"('Ana', 'María', 'Luksic', 'Romero')",961,1.06,,,
D2,Convergencia Democrática,PDC,"('Pablo', 'Ornaldo', 'Valenzuela', 'Huanca')",781,0.86,,,
D2,Chile Vamos,UDI,"('Renzo', 'Trisotti', 'Martínez')",20084,22.22,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez
D2,Chile Vamos,PRI,"('Gabriela', 'Monsalvez', 'Rojas')",904,1.0,,,
D2,Chile Vamos,RN,"('Ramón', 'Galleguillos', 'Castillo')",17279,19.11,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ernesto_Galleguillos_Castillo
D2,Chile Vamos,EVOPOLI,"('Natan', 'Olivos', 'Núñez')",693,0.77,,,
D2,Candidatura Independiente,IND,"('Freddy', 'Marcos', 'Araneda', 'Barahona')",3746,4.14,,,
D2,Válidamente emitidos,,(),90406,93.95,,,
D2,Nulos,,(),2617,2.72,,,
D2,Blancos,,(),3201,3.33,,,
D2,Total,,(),96224,100.0,,,
D3,Por Todo Chile,PRO,"('Claudio', 'Andrés', 'Sánchez', 'Bustos')",1214,0.75,,,
D3,Por Todo Chile,PRO,"('Janett', 'Shirley', 'Guerra', 'Aburto')",1692,1.04,,,
D3,Partido de Trabajadores Revolucionarios,PTR,"('Galia', 'Aguilera', 'Caballero')",1475,0.91,,,
D3,Partido de Trabajadores Revolucionarios,PTR,"('Daniel', 'Vargas', 'Downing')",1154,0.71,,,
D3,Partido de Trabajadores Revolucionarios,PTR,"('Nancy', 'Lanzarini', 'Walker')",1098,0.68,,,
