Circunscripción,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Arica y Parinacota,Por Todo Chile,PRO,"('Pablo', 'Antonio', 'Pizarro', 'Bossay')",960,1.34,,,
Arica y Parinacota,Por Todo Chile,PRO,"('Sandra', 'Cecilia', 'Zapata', 'Velásquez')",836,1.17,,,
Arica y Parinacota,Frente Amplio,PODER,"('Rodrigo', 'Díaz', 'Bogdanic')",4199,5.88,,,
Arica y Parinacota,Frente Amplio,PL,"('Veronica', 'Foppiano', 'Díaz')",7611,10.66,,,
Arica y Parinacota,Frente Amplio,PH,"('Claudio', 'Ojeda', 'Murillo')",1688,2.36,,,
Arica y Parinacota,La Fuerza de la Mayoría,PPD,"('Salvador', 'Pedro', 'Urrutia', 'Cárdenas')",8159,11.42,,,
Arica y Parinacota,La Fuerza de la Mayoría,PS,"('José', 'Miguel', 'Insulza', 'Salinas')",14501,20.3,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Insulza_Salinas
Arica y Parinacota,Convergencia Democrática,PDC,"('Trinidad', 'Víctoria', 'Parra', 'Correa')",813,1.14,,,
Arica y Parinacota,Chile Vamos,RN,"('Mirtha', 'Arancibia', 'Cruz')",1068,1.5,,,
Arica y Parinacota,Chile Vamos,RN,"('Rodolfo', 'Barbosa', 'Barrios')",7118,9.97,,,
Arica y Parinacota,Chile Vamos,UDI,"('José', 'Durána', 'Semir')",9639,13.5,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Alberto_Durana_Semir
Arica y Parinacota,Candidatura Independiente,IND,"('Enrique', 'Lee', 'Flores')",14824,20.76,,,
Arica y Parinacota,Válidamente emitidos,,(),71416,95.34,,,
Arica y Parinacota,Nulos,,(),1936,2.58,,,
Arica y Parinacota,Blancos,,(),1555,2.08,,,
Arica y Parinacota,Total,,(),74907,100.0,,,
Tarapacá,Frente Amplio,PODER,"('Rigoberto', 'del Carmen', 'Rojas', 'Sarapura')",3878,4.19,,,
Tarapacá,Sumemos,TODOS,"('Gabriel', 'Gurovich', 'Steiner')",3445,3.73,,,
Tarapacá,Sumemos,TODOS,"('Lorena', 'Vergara', 'Bravo')",484,0.52,,,
Tarapacá,Sumemos,TODOS,"('Alejandra', 'Guajardo', 'Bizama')",408,0.44,,,
Tarapacá,La Fuerza de la Mayoría,PS,"('Astrid', 'Abarca', 'Ibarra')",1530,1.65,,,
Tarapacá,La Fuerza de la Mayoría,PPD,"('Jorge', 'Soria', 'Quiroga')",31627,34.2,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Alejandro_Soria_Quiroga
Tarapacá,La Fuerza de la Mayoría,PS,"('Franitza', 'Mitrovic', 'Varela')",1846,2.0,,,
Tarapacá,Chile Vamos,RN,"('Pamela', 'Boyardi', 'Villalobos')",1426,1.54,,,
Tarapacá,Chile Vamos,RN,"('Juan', 'Carlos', 'Carreño', 'Carmona')",4244,4.59,,,
Tarapacá,Chile Vamos,UDI,"('Luz', 'Ebensperger', 'Orrego')",21195,22.92,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luz_Eliana_Ebensperger_Orrego
Tarapacá,Candidatura Independiente,IND,"('Fulvio', 'Rossi', 'Ciocca')",22398,24.22,,,
Tarapacá,Válidamente emitidos,,(),92481,96.06,,,
Tarapacá,Nulos,,(),2152,2.24,,,
Tarapacá,Blancos,,(),1643,1.71,,,
Tarapacá,Total,,(),96276,100.0,,,
Antofagasta,Convergencia Democrática,PR,"('Alejandro', 'Guillier', 'Álvarez')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_René_Eleodoro_Guillier_Álvarez
Antofagasta,Convergencia Democrática,PDC,"('Pedro', 'Araya', 'Guerrero')",0,0.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Araya_Guerrero
Atacama,Frente Amplio,PODER,"('Gloria', 'Guzmán', 'Rojas')",4175,4.39,,,
Atacama,Coalición Regionalista Verde,FREVS,"('Elizabeth', 'Pérez', 'Maturana')",940,0.99,,,
Atacama,Coalición Regionalista Verde,FREVS,"('Jorge', 'Vargas', 'Guerra')",1457,1.53,,,
Atacama,La Fuerza de la Mayoría,PC,"('Lautaro', 'Carmona', 'Soto')",16724,17.57,,,
Atacama,La Fuerza de la Mayoría,PRSD,"('Alberto', 'Robles', 'Pantoja')",5442,5.72,,,
Atacama,La Fuerza de la Mayoría,PPD,"('Carolina', 'Peralta', 'Aravena')",1299,1.36,,,
Atacama,Convergencia Democrática,PDC,"('Yasna', 'Provoste', 'Campillay')",32598,34.25,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Yasna_Provoste_Campillay
