Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
D1,Chile Vamos,UDI,"('Nino', 'Baltolu', 'Rasera')",9272.0,13.02,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nino_Baltolu_Rasera
D1,Frente Amplio,PL,"('Vlado', 'Mirosevic', 'Verdugo')",24273.0,34.09,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vlado_Mirosevic_Verdugo
D1,La Fuerza de la Mayoría,PS,"('Luis', 'Rocafull', 'López')",6430.0,9.03,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Rocafull_López
D2,Chile Vamos,UDI,"('Renzo', 'Trisotti', 'Martínez')",20084.0,22.22,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez
D2,Chile Vamos,RN,"('Ramón', 'Galleguillos', 'Castillo')",17279.0,19.11,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ernesto_Galleguillos_Castillo
D2,La Fuerza de la Mayoría,PC,"('Hugo', 'Gutiérrez', 'Gálvez')",14332.0,15.85,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez
D2,La Fuerza de la Mayoría,PC,"('Rubén', 'Moraga', 'Mamani')",0.0,0.0,,*,
D3,Chile Vamos,RN,"('Paulina', 'Núñez', 'Urrutia')",37768.0,23.26,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Paulina_Andrea_Núñez_Urrutia
D3,Chile Vamos,RN,"('José', 'Miguel', 'Castro', 'Bascuñán')",5183.0,3.19,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Castro_Bascuñán
D3,Coalición Regionalista Verde,FREVS,"('Esteban', 'Jorge', 'Velásquez', 'Núñez')",10067.0,6.2,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Jorge_Velásquez_Núñez
D3,Frente Amplio,RD,"('Catalina', 'Pérez', 'Salinas')",6106.0,3.76,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Catalina_Ilona_Io_Pérez_Salinas
D3,La Fuerza de la Mayoría,PRSD,"('Marcela', 'Ximena', 'Hernándo', 'Pérez')",14817.0,9.13,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Ximena_Hernando_Pérez
D4,Chile Vamos,RN,"('Sofia', 'Cid', 'Versalovic')",13325.0,14.21,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sofía_Slovena_Cid_Versalovic
D4,Chile Vamos,UDI,"('Nicolás', 'Noman', 'Garrido')",5974.0,6.37,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_José_Noman_Garrido
D4,Coalición Regionalista Verde,FREVS,"('Jaime', 'Mulet', 'Martínez')",9393.0,10.02,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Mulet_Martínez
D4,La Fuerza de la Mayoría,PS,"('Daniella', 'Cicardini', 'Milla')",16488.0,17.58,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniella_Valentina_Cicardini_Milla
D4,La Fuerza de la Mayoría,PS,"('Juan', 'Rubén', 'Santana', 'Castillo')",6245.0,6.66,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Rubén_Santana_Castillo
D5,Chile Vamos,UDI,"('Sergio', 'Gahona', 'Salazar')",27332.0,11.78,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Alfredo_Gahona_Salazar
D5,Chile Vamos,UDI,"('Juan', 'Manuel', 'Fuenzalida', 'Cobo')",4331.0,1.87,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Manuel_Fuenzalida_Cobo
D5,Chile Vamos,RN,"('Francisco', 'Eguiguren', 'Correa')",11132.0,4.8,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Borja_Eguiguren_Correa
D5,Coalición Regionalista Verde,FREVS,"('Pedro', 'Antonio', 'Velásquez', 'Seguel')",22587.0,9.74,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Antonio_Velásquez_Seguel
D5,Convergencia Democrática,PDC,"('Matías', 'Walker', 'Prieto')",15468.0,6.67,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto
D5,La Fuerza de la Mayoría,PC,"('Daniel', 'Núñez', 'Arancibia')",15300.0,6.6,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ignacio_Núñez_Arancibia
D5,La Fuerza de la Mayoría,PS,"('Raúl', 'Saldívar', 'Auger')",11077.0,4.78,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Fernando_Saldívar_Auger
D6,Chile Vamos,EVOPOLI,"('Pablo', 'Kast', 'Sommerhoff')",28465.0,8.96,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Andrés_Kast_Sommerhoff
D6,Chile Vamos,RN,"('Camila', 'Flores', 'Oporto')",15283.0,4.81,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Alejandra_Flores_Oporto
D6,Chile Vamos,RN,"('Andrés', 'Longton', 'Herrera')",38874.0,12.23,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Longton_Herrera
D6,Chile Vamos,RN,"('Luis', 'Pardo', 'Sainz')",15725.0,4.95,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Rafael_Pardo_Sainz
D6,Convergencia Democrática,PDC,"('Daniel', 'Ángel', 'Verdessi', 'Belemmi')",11571.0,3.64,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ángel_Verdessi_Belemmi
D6,Frente Amplio,PH,"('Diego', 'Ibáñez', 'Cotroneo')",9185.0,2.89,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Eduardo_Ibáñez_Cotroneo
D6,La Fuerza de la Mayoría,PS,"('Marcelo', 'Schilling', 'Rodríguez')",20072.0,6.32,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Schilling_Rodríguez
D6,La Fuerza de la Mayoría,PPD,"('Carolina', 'Marzan', 'Pinto')",14422.0,4.54,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Carolina_Marzán_Pinto
D7,Chile Vamos,RN,"('Andrés', 'Celis', 'Montt')",21285.0,6.61,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Celis_Montt
D7,Chile Vamos,UDI,"('María', 'José', 'Hoffmann', 'Opazo')",34690.0,10.77,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_José_Hoffmann_Opazo
D7,Chile Vamos,UDI,"('Osvaldo', 'Urrutia', 'Soto')",18198.0,5.65,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Alejandro_Nicanor_Urrutia_Soto
D7,Convergencia Democrática,PDC,"('Víctor', 'Marcelo', 'Torres', 'Jeldes')",14942.0,4.64,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Marcelo_Torres_Jeldes
