Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
D1,Concertación de Partidos por la Democracia,PPD,"('Salvador', 'Urrutia', 'Cárdenas')",35928,43.04,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Salvador_Urrutia_Cárdenas
D1,Unión por el Progreso de Chile,RN,"('Carlos', 'Valcarce', 'Medina')",24386,29.21,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Valcarce_Medina
D2,Concertación de Partidos por la Democracia,PPD,"('Jorge', 'Soria', 'Macchiavello')",23941,30.37,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Soria_Macchiavello
D2,Unión por el Progreso de Chile,RN,"('Ramón', 'Pérez', 'Opazo')",28909,36.67,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Segundo_Pérez_Opazo
D3,Concertación de Partidos por la Democracia,IND,"('Fanny', 'Pollarolo', 'Villa')",34426,42.82,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fanny_Pollarolo_Villa
D3,Unión por el Progreso de Chile,RN,"('Carlos', 'Cantero', 'Ojeda')",17931,22.3,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cantero_Ojeda
D4,Concertación de Partidos por la Democracia,PDC,"('Rubén', 'Gajardo', 'Chacón')",43761,37.78,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rubén_Gajardo_Chacón
D4,Concertación de Partidos por la Democracia,PS,"('Felipe', 'Valenzuela', 'Herrera')",31799,27.45,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Valenzuela_Herrera
D5,Concertación de Partidos por la Democracia,PDC,"('Erick', 'Villegas', 'González')",19090,28.94,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erick_Villegas_González
D5,Unión por el Progreso de Chile,RN,"('Carlos', 'Vilches', 'Guzmán')",13320,20.19,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Alfredo_Vilches_Guzmán
