Circunscripción,1831,1876,1879,1885,1888
Tarapacá,,,,0,1
Antofagasta,,,,,0
Atacama,,1,1,1,1
Coquimbo,0,1,1,1,1
Aconcagua,0,1,1,1,1
Valparaíso,,0,1,1,1
Santiago,1,1,1,1,1
O'Higgins,,,,1,1
Colchagua,1,1,1,1,1
Curicó,,1,1,1,1
Talca,,1,1,1,1
Linares,,1,1,1,1
Maule,0,1,1,1,1
Ñuble,,1,1,1,1
Concepción,1,1,1,1,1
Arauco,,1,1,1,1
Bío-Bío,,1,1,1,1
Malleco,,,,,1
Cautín,,,,,1
Valdivia,1,1,1,1,1
Llanquihue,,1,1,1,1
Chiloé,1,1,1,1,1
