Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D9,Válidamente emitidos,0,61455,100.0,0
D10,Fuerza Regional Independiente,0,0,0.0,0
D10,Concertación Democrática,2,75539,55.68,1
D10,Juntos Podemos Más,2,10763,7.93,0
D10,Alianza,2,49366,36.39,1
D10,Válidamente emitidos,0,135668,100.0,0
D11,Fuerza Regional Independiente,0,0,0.0,0
D11,Concertación Democrática,2,56677,53.96,1
D11,Juntos Podemos Más,2,6645,6.33,0
D11,Alianza,2,41710,39.71,1
D11,Válidamente emitidos,0,105032,100.0,0
D12,Fuerza Regional Independiente,0,0,0.0,0
D12,Concertación Democrática,2,50356,43.53,1
D12,Juntos Podemos Más,2,9073,7.84,0
D12,Alianza,2,56252,48.63,1
D12,Válidamente emitidos,0,115681,100.0,0
D13,Fuerza Regional Independiente,0,0,0.0,0
D13,Concertación Democrática,2,60727,45.5,1
D13,Juntos Podemos Más,2,14650,10.98,0
D13,Alianza,2,58081,43.52,1
D13,Válidamente emitidos,0,133458,100.0,0
D14,Fuerza Regional Independiente,0,0,0.0,0
D14,Concertación Democrática,2,64556,41.6,1
D14,Juntos Podemos Más,2,12183,7.85,0
D14,Alianza,2,78436,50.55,1
D14,Válidamente emitidos,0,155175,100.0,0
D15,Fuerza Regional Independiente,0,0,0.0,0
D15,Concertación Democrática,2,31703,39.07,1
D15,Juntos Podemos Más,2,13246,16.32,0
D15,Alianza,2,25944,31.97,1
D15,Candidatura Independiente,1,10260,12.64,0
D15,Válidamente emitidos,0,81153,100.0,0
D16,Fuerza Regional Independiente,0,0,0.0,0
D16,Concertación Democrática,2,76107,50.51,1
D16,Juntos Podemos Más,2,17865,11.86,0
D16,Alianza,2,56693,37.63,1
D16,Válidamente emitidos,0,150665,100.0,0
D17,Fuerza Regional Independiente,0,0,0.0,0
D17,Concertación Democrática,2,81057,53.35,1
D17,Juntos Podemos Más,2,15192,10.0,0
D17,Alianza,2,55678,36.65,1
D17,Válidamente emitidos,0,151927,100.0,0
D18,Fuerza Regional Independiente,0,0,0.0,0
D18,Concertación Democrática,2,103920,63.62,2
D18,Juntos Podemos Más,2,20185,12.36,0
D18,Alianza,2,39240,24.02,0
D18,Válidamente emitidos,0,163345,100.0,0
D19,Fuerza Regional Independiente,0,0,0.0,0
D19,Concertación Democrática,2,60193,54.53,1
D19,Juntos Podemos Más,2,8670,7.86,0
D19,Alianza,2,41512,37.61,1
D19,Válidamente emitidos,0,110375,100.0,0
D20,Fuerza Regional Independiente,0,0,0.0,0
D20,Concertación Democrática,2,132979,55.62,1
D20,Juntos Podemos Más,2,20515,8.58,0
D20,Alianza,2,85573,35.79,1
D20,Válidamente emitidos,0,239067,100.0,0
D21,Fuerza Regional Independiente,0,0,0.0,0
D21,Concertación Democrática,2,77663,43.55,1
D21,Juntos Podemos Más,2,14121,7.92,0
D21,Alianza,2,86531,48.53,1
D21,Válidamente emitidos,0,178315,100.0,0
D22,Fuerza Regional Independiente,0,0,0.0,0
D22,Concertación Democrática,2,55037,47.85,1
D22,Juntos Podemos Más,2,10437,9.07,0
D22,Alianza,2,49538,43.07,1
D22,Válidamente emitidos,0,115012,100.0,0
D23,Fuerza Regional Independiente,0,0,0.0,0
D23,Concertación Democrática,2,64155,31.77,0
D23,Juntos Podemos Más,2,7661,3.79,0
D23,Alianza,2,130090,64.43,2
D23,Válidamente emitidos,0,201906,100.0,0
D24,Fuerza Regional Independiente,0,0,0.0,0
D24,Concertación Democrática,2,63097,46.7,1
D24,Juntos Podemos Más,2,12030,8.9,0
D24,Alianza,2,59973,44.39,1
D24,Válidamente emitidos,0,135100,100.0,0
D25,Fuerza Regional Independiente,0,0,0.0,0
D25,Concertación Democrática,2,85359,54.71,1
D25,Juntos Podemos Más,2,18598,11.92,0
D25,Alianza,2,52067,33.37,1
D25,Válidamente emitidos,0,156024,100.0,0
D26,Fuerza Regional Independiente,0,0,0.0,0
D26,Concertación Democrática,2,90445,62.13,2
D26,Juntos Podemos Más,2,10316,7.09,0
D26,Alianza,2,44813,30.78,0
D26,Válidamente emitidos,0,145574,100.0,0
D27,Fuerza Regional Independiente,0,0,0.0,0
D27,Concertación Democrática,2,83944,51.85,1
D27,Juntos Podemos Más,2,12702,7.85,0
D27,Alianza,2,65262,40.31,1
D27,Válidamente emitidos,0,161908,100.0,0
D28,Fuerza Regional Independiente,0,0,0.0,0
D28,Concertación Democrática,2,72750,47.86,1
D28,Juntos Podemos Más,2,29433,19.36,0
D28,Alianza,2,49827,32.78,1
D28,Válidamente emitidos,0,152010,100.0,0
D29,Fuerza Regional Independiente,0,0,0.0,0
D29,Concertación Democrática,2,93483,49.88,1
D29,Juntos Podemos Más,2,12662,6.76,0
D29,Alianza,2,81259,43.36,1
D29,Válidamente emitidos,0,187404,100.0,0
D30,Fuerza Regional Independiente,0,0,0.0,0
D30,Concertación Democrática,2,85534,56.5,1
D30,Juntos Podemos Más,2,10134,6.69,0
D30,Alianza,2,55720,36.81,1
D30,Válidamente emitidos,0,151388,100.0,0
D31,Fuerza Regional Independiente,0,0,0.0,0
D31,Concertación Democrática,2,76652,48.23,1
D31,Juntos Podemos Más,2,15194,9.56,0
D31,Alianza,2,67079,42.21,1
D31,Válidamente emitidos,0,158925,100.0,0
D32,Fuerza Regional Independiente,0,0,0.0,0
D32,Concertación Democrática,2,47376,52.08,1
D32,Juntos Podemos Más,2,6428,7.07,0
D32,Alianza,2,37165,40.85,1
D32,Válidamente emitidos,0,90969,100.0,0
D33,Fuerza Regional Independiente,0,0,0.0,0
D33,Concertación Democrática,2,60830,53.62,1
D33,Juntos Podemos Más,2,9764,8.61,0
D33,Alianza,2,42854,37.77,1
D33,Válidamente emitidos,0,113448,100.0,0
D34,Fuerza Regional Independiente,0,0,0.0,0
D34,Concertación Democrática,2,56033,60.93,1
D34,Juntos Podemos Más,2,5384,5.85,0
D34,Alianza,2,30548,33.22,1
D34,Válidamente emitidos,0,91965,100.0,0
D35,Fuerza Regional Independiente,0,0,0.0,0
D35,Concertación Democrática,2,40567,54.29,1
D35,Juntos Podemos Más,2,3743,5.01,0
D35,Alianza,2,30408,40.7,1
D35,Válidamente emitidos,0,74718,100.0,0
D36,Fuerza Regional Independiente,0,0,0.0,0
D36,Concertación Democrática,2,69095,60.08,1
D36,Juntos Podemos Más,2,6657,5.79,0
D36,Alianza,2,39251,34.13,1
D36,Válidamente emitidos,0,115003,100.0,0
D37,Fuerza Regional Independiente,0,0,0.0,0
D37,Concertación Democrática,2,39814,47.5,1
D37,Juntos Podemos Más,2,3990,4.76,0
D37,Alianza,2,40009,47.74,1
D37,Válidamente emitidos,0,83813,100.0,0
D38,Fuerza Regional Independiente,0,0,0.0,0
D38,Concertación Democrática,2,46836,63.34,1
D38,Juntos Podemos Más,1,2101,2.84,0
D38,Alianza,2,25004,33.82,1
D38,Válidamente emitidos,0,73941,100.0,0
D39,Fuerza Regional Independiente,0,0,0.0,0
D39,Concertación Democrática,2,44878,54.95,1
D39,Juntos Podemos Más,2,3254,3.98,0
D39,Alianza,2,33546,41.07,1
D39,Válidamente emitidos,0,81678,100.0,0
D40,Fuerza Regional Independiente,0,0,0.0,0
D40,Concertación Democrática,2,35591,49.39,1
D40,Juntos Podemos Más,2,3129,4.34,0
D40,Alianza,2,33338,46.27,1
D40,Válidamente emitidos,0,72058,100.0,0
D41,Fuerza Regional Independiente,0,0,0.0,0
D41,Concertación Democrática,2,52419,42.45,1
D41,Juntos Podemos Más,2,5454,4.42,0
D41,Alianza,2,65612,53.13,1
D41,Válidamente emitidos,0,123485,100.0,0
D42,Fuerza Regional Independiente,0,0,0.0,0
D42,Concertación Democrática,2,62760,56.01,1
D42,Juntos Podemos Más,2,8777,7.83,0
D42,Alianza,2,40522,36.16,1
D42,Válidamente emitidos,0,112059,100.0,0
D43,Fuerza Regional Independiente,0,0,0.0,0
D43,Concertación Democrática,2,54906,50.15,1
D43,Juntos Podemos Más,2,5185,4.74,0
D43,Alianza,2,38507,35.17,1
D43,Candidatura Independiente,1,3033,2.77,0
D43,Candidatura Independiente,1,7860,7.18,0
D43,Válidamente emitidos,0,109491,100.0,0
D44,Fuerza Regional Independiente,0,0,0.0,0
D44,Concertación Democrática,2,96595,58.67,1
D44,Juntos Podemos Más,2,7714,4.69,0
D44,Alianza,2,56037,34.04,1
D44,Candidatura Independiente,1,4284,2.6,0
D44,Válidamente emitidos,0,164630,100.0,0
D45,Fuerza Regional Independiente,0,0,0.0,0
D45,Concertación Democrática,2,63732,57.04,1
D45,Juntos Podemos Más,2,11012,9.86,0
D45,Alianza,2,36986,33.1,1
D45,Válidamente emitidos,0,111730,100.0,0
D46,Fuerza Regional Independiente,0,0,0.0,0
D46,Concertación Democrática,2,44832,45.9,1
D46,Juntos Podemos Más,2,20977,21.48,0
D46,Alianza,2,31861,32.62,1
D46,Válidamente emitidos,0,97670,100.0,0
D47,Fuerza Regional Independiente,0,0,0.0,0
D47,Concertación Democrática,2,85075,61.65,1
D47,Juntos Podemos Más,1,4425,3.21,0
D47,Alianza,2,48493,35.14,1
D47,Válidamente emitidos,0,137993,100.0,0
D48,Fuerza Regional Independiente,1,2167,3.26,0
D48,Concertación Democrática,2,31581,47.49,1
D48,Juntos Podemos Más,2,3142,4.72,0
D48,Alianza,2,27171,40.86,1
D48,Candidatura Independiente,1,2437,3.66,0
D48,Válidamente emitidos,0,66498,100.0,0
D49,Fuerza Regional Independiente,2,7650,11.55,0
D49,Concertación Democrática,2,34747,52.45,1
D49,Juntos Podemos Más,2,2349,3.55,0
D49,Alianza,2,21504,32.46,1
D49,Válidamente emitidos,0,66250,100.0,0
D50,Fuerza Regional Independiente,1,5952,5.16,0
D50,Concertación Democrática,2,46962,40.75,1
D50,Juntos Podemos Más,2,6554,5.69,0
D50,Alianza,2,49880,43.28,1
D50,Candidatura Independiente,1,5890,5.11,0
D50,Válidamente emitidos,0,115238,100.0,0
D51,Fuerza Regional Independiente,1,1753,2.65,0
D51,Concertación Democrática,2,43101,65.17,2
D51,Juntos Podemos Más,1,1826,2.76,0
D51,Alianza,2,19454,29.42,0
D51,Válidamente emitidos,0,66134,100.0,0
D52,Fuerza Regional Independiente,1,1624,2.48,0
D52,Concertación Democrática,2,33780,51.55,1
D52,Juntos Podemos Más,2,1582,2.41,0
D52,Alianza,2,28537,43.55,1
D52,Válidamente emitidos,0,65523,100.0,0
D53,Fuerza Regional Independiente,1,2204,2.65,0
D53,Concertación Democrática,2,45645,54.94,1
D53,Juntos Podemos Más,2,2832,3.41,0
D53,Alianza,2,32408,39.0,1
D53,Válidamente emitidos,0,83089,100.0,0
D54,Fuerza Regional Independiente,2,4095,5.29,0
D54,Concertación Democrática,2,42861,55.38,1
D54,Juntos Podemos Más,1,1836,2.37,0
D54,Alianza,2,28607,36.96,1
D54,Válidamente emitidos,0,77399,100.0,0
D55,Fuerza Regional Independiente,1,1891,2.42,0
D55,Concertación Democrática,2,42129,54.01,1
D55,Juntos Podemos Más,2,3717,4.77,0
D55,Alianza,2,30267,38.8,1
D55,Válidamente emitidos,0,78004,100.0,0
D56,Fuerza Regional Independiente,1,2170,2.96,0
D56,Concertación Democrática,2,38308,52.32,1
D56,Juntos Podemos Más,2,2138,2.92,0
D56,Alianza,2,30596,41.79,1
D56,Válidamente emitidos,0,73212,100.0,0
D57,Fuerza Regional Independiente,1,2192,2.58,0
D57,Concertación Democrática,2,44034,51.9,1
D57,Juntos Podemos Más,1,4376,5.16,0
D57,Alianza,2,34236,40.35,1
D57,Válidamente emitidos,0,84838,100.0,0
D58,Fuerza Regional Independiente,1,1729,2.38,0
D58,Concertación Democrática,2,35160,48.43,1
D58,Juntos Podemos Más,2,3289,4.53,0
D58,Alianza,2,32419,44.66,1
D58,Válidamente emitidos,0,72597,100.0,0
D59,Fuerza Regional Independiente,1,460,1.17,0
D59,Concertación Democrática,2,20552,52.06,1
D59,Juntos Podemos Más,2,1343,3.4,0
D59,Alianza,2,17126,43.38,1
D59,Válidamente emitidos,0,39481,100.0,0
D60,Fuerza Regional Independiente,0,0,0.0,0
D60,Concertación Democrática,2,31798,48.5,1
D60,Juntos Podemos Más,2,2135,3.26,0
D60,Alianza,2,16848,25.7,1
D60,Candidatura Independiente,1,14776,22.54,0
D60,Válidamente emitidos,0,65557,100.0,0
