Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Aconcagua,Concentración Nacional,PL,"('Marcelo', 'Abelardo', 'Pizarro', 'Herrera')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Abelardo_Pizarro_Herrera
Aconcagua,Concentración Nacional,PCT,"('Mario', 'del Corazón', 'de Jesús', 'Tagle', 'Valdés')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_del_Corazón_de_Jesús_Tagle_Valdés
Aconcagua,Concentración Nacional,PR,"('Alejandro', 'Hernán', 'Pizarro', 'Herrera')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Hernán_Pizarro_Herrera
Antofagasta,Concentración Nacional,PR,"('Gilberto', 'Tirado', 'Gordillo')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gilberto_Tirado_Gordillo
Antofagasta,Concentración Nacional,PL,"('Carlos', 'Souper', 'Maturana')",,,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Souper_Maturana
Antofagasta,Concentración Nacional,PR,"('Pedro', 'Oyarzún', 'Callejas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Oyarzún_Callejas
Antofagasta,Concentración Nacional,PDo,"('Máximo', 'Venegas', 'Sepúlveda')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Máximo_Venegas_Sepúlveda
Antofagasta,Falange Radical Agrario Socialista,PS,"('Ernesto', 'Antúnez', 'Rebolledo')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ernesto_Antúnez_Rebolledo
Antofagasta,Falange Radical Agrario Socialista,PS,"('Lisandro', 'Cruz', 'Ponce')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lisandro_Cruz_Ponce
Antofagasta,Falange Radical Agrario Socialista,FN,"('Juan', 'de Dios', 'Carmona', 'Peralta')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_de_Dios_Carmona_Peralta
Antofagasta,Partido Socialista Popular,PSP,"('Víctor', 'Galleguillos', 'Clett')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Galleguillos_Clett
Arauco,Concentración Nacional,PR,"('Luis', 'Martínez', 'Saravia')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Martínez_Saravia
Arauco,Partido Conservador Social Cristiano,PCSC,"('Manuel', 'Roberto', 'Montalba', 'Vega')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Roberto_Montalba_Vega
Atacama,Concentración Nacional,PR,"('Manuel', 'Josías', 'Eduardo', 'Magalhaes', 'Medling')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Josías_Eduardo_Magalhaes_Medling
Atacama,Concentración Nacional,PR,"('Carlos', 'Melej', 'Nazar')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Melej_Nazar
Bío-Bío,Concentración Nacional,PL,"('Julio', 'René', 'de la Jara', 'Zúñiga')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_René_De_la_Jara_Zúñiga
Bío-Bío,Concentración Nacional,PR,"('Héctor', 'Darío', 'Barrueto', 'Hermosilla')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Héctor_Dario_Barrueto_Hermosilla
Bío-Bío,Falange Radical Agrario Socialista,PAL,"('José', 'García', 'González')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_García_González
Bío-Bío,Falange Radical Agrario Socialista,PRDe,"('Manuel', 'Moller', 'Bordeu')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Moller_Bordeu
Cautín,Concentración Nacional,PL,"('Enrique', 'Campos', 'Menéndez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Campos_Menéndez
Cautín,Concentración Nacional,PL,"('Alfonso', 'Salazar', 'Ravanal')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Salazar_Ravanal
Cautín,Concentración Nacional,PR,"('Roberto', 'Contreras', 'Galaz')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Contreras_Galaz
Cautín,Partido Conservador Social Cristiano,PCSC,"('Venancio', 'Coñuepán', 'Huenchual')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Venancio_Coñuepán_Huenchual
Cautín,Partido Conservador Social Cristiano,PCSC,"('Gustavo', 'Loyola', 'Vásquez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Loyola_Vásquez
Cautín,Falange Radical Agrario Socialista,PAL,"('Jorge', 'Adolfo', 'Saelzer', 'Balde')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Adolfo_Saelzer_Balde
Cautín,Falange Radical Agrario Socialista,PRDe,"('Julio', 'Antonio', 'Gastón', 'Durán', 'Neumann')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Antonio_Gastón_Durán_Neumann
Cautín,Falange Radical Agrario Socialista,PAL,"('Andrés', 'Contardo', 'Leyton')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Contardo_Leyton
Cautín,Falange Radical Agrario Socialista,PAL,"('Julián', 'Abel', 'Echavarri', 'Elorza')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julián_Abel_Echavarri_Elorza
