Circunscripción,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url
Tarapacá y Antofagasta,Derecha,PL,"('Fernando', 'Alessandri', 'Rodríguez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Alessandri_Rodríguez
Tarapacá y Antofagasta,Alianza Democrática de Chile,PPN,"('Ricardo', 'Eliecer', 'Neftalí', 'Reyes', 'Basoalto')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Eliecer_Neftalí_Reyes_Basoalto
Tarapacá y Antofagasta,Alianza Democrática de Chile,PR,"('Pedro', 'Opitz', 'Velásquez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Opitz_Velásquez
Tarapacá y Antofagasta,Alianza Democrática de Chile,PPN,"('Elías', 'Lafertte', 'Gaviño')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Elías_Lafertte_Gaviño
Tarapacá y Antofagasta,Alianza Democrática de Chile,PR,"('Gabriel', 'González', 'Videla')",,,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_González_Videla
Tarapacá y Antofagasta,Alianza Democrática de Chile,PR,"('Ángel', 'Custodio', 'Vásquez', 'Galdames')",,,,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Angel_Custodio_Vásquez_Galdames
Atacama y Coquimbo,Derecha,PL,"('Hernán', 'Videla', 'Lira')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hernán_Videla_Lira
Atacama y Coquimbo,Alianza Democrática de Chile,PR,"('Humberto', 'Álvarez', 'Suárez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Humberto_Álvarez_Suárez
Atacama y Coquimbo,Alianza Democrática de Chile,PR,"('Isauro', 'Torres', 'Cereceda')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Isauro_Torres_Cereceda
Atacama y Coquimbo,Alianza Democrática de Chile,PPN,"('Guillermo', 'Guevara', 'Vargas')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_Guevara_Vargas
Atacama y Coquimbo,Partido Socialista Auténtico,PSA,"('Eliodoro', 'Segundo', 'Domínguez', 'Domínguez')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eliodoro_Segundo_Domínguez_Domínguez
Aconcagua y Valparaíso,Derecha,PCon,"('Manuel', 'Muñoz', 'Cornejo')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Muñoz_Cornejo
Aconcagua y Valparaíso,Derecha,PL,"('Pedro', 'Poklepovic', 'Novillo')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Poklepovic_Novillo
Aconcagua y Valparaíso,Derecha,PCon,"('Alfredo', 'Cerda', 'Jaraquemada')",,,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfredo_Cerda_Jaraquemada
